Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
nlgjt2,115 Straßenreinigung,"Lameystraße 6, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T08:20:00+01:00,2018-02-27T08:48:00+01:00,CALL_115
uyn0yy,Verunreinigungen,,Abgeschlossen,2018-02-27T08:34:00+01:00,2018-03-05T07:16:00+01:00,MOBILE
shol9j,Gefahrenstellen,"Marie-Juchacz-Straße, 76137 Karlsruhe, Deutschland",Eingetroffen,2018-02-27T09:03:00+01:00,2018-02-27T09:09:00+01:00,CALL_115
jmp9hf,115 Abfallsammlung,"Murgstraße 6, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T09:17:00+01:00,2018-03-07T07:19:00+01:00,CALL_115
f8meoa,Verunreinigungen,"Wilhelm-Hausenstein-Allee 8, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T09:40:00+01:00,2018-03-08T12:56:00+01:00,CALL_115
sxx4h0,115 Abfallsammlung,"Kreuzelbergstraße 57, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T09:44:00+01:00,2018-08-15T08:05:00+01:00,CALL_115
8j79xh,115 Abfallsammlung,"Marienstraße 27, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T10:15:00+01:00,2018-02-27T10:43:00+01:00,CALL_115
mkcj4o,115 Straßenreinigung,"Gerwigstraße, Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T10:22:00+01:00,2018-02-28T13:59:00+01:00,CALL_115
9xlgg1,Verunreinigungen,"Schützenstraße 46, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T10:38:00+01:00,2018-02-28T10:00:00+01:00,CALL_115
molbcc,115 Abfallsammlung,"Karl-Wilhelm-Straße 16, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T10:53:00+01:00,2018-03-01T10:11:00+01:00,CALL_115
j4daif,115 Abfallsammlung,"Salmenstraße, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T11:42:00+01:00,2018-03-05T07:02:00+01:00,CALL_115
x9460u,115 Abfallsammlung,"Grötzinger Str. 41, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T11:54:00+01:00,2018-03-01T10:11:00+01:00,CALL_115
s6gtie,115 Abfallsammlung,"Neckarstraße 31, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T12:29:00+01:00,2018-02-27T12:40:00+01:00,CALL_115
4kyjx9,115 Abfallsammlung,"Striederstraße 5, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T14:23:00+01:00,2018-03-02T07:10:00+01:00,CALL_115
r8vz90,Verkehrsverstöße,,Abgeschlossen,2018-02-27T14:41:00+01:00,2018-02-28T09:05:00+01:00,WEB
wv12rb,115 Straßenreinigung,,Abgeschlossen,2018-02-27T15:28:00+01:00,2018-02-28T07:24:00+01:00,CALL_115
zwzax4,Beschilderung und Verkehrsführung,,Eingetroffen,2018-02-27T15:34:00+01:00,2018-02-27T15:34:00+01:00,MOBILE
zrpz0j,115 Abfallsammlung,"Lange Str. 48, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T15:35:00+01:00,2018-03-02T07:11:00+01:00,CALL_115
p3yg27,Verkehrsverstöße,"Schützenstraße 12, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T16:12:00+01:00,2018-02-28T09:07:00+01:00,CALL_115
stfwme,115 Abfallsammlung,"Gerwigstraße 60, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-02-27T16:17:00+01:00,2018-03-02T07:10:00+01:00,CALL_115
nor2wq,Ampel,"Wolfartsweierer Straße, 76131 Karlsruhe",In Arbeit,2018-02-27T18:02:00+01:00,2018-03-01T07:05:00+01:00,MOBILE
mbrhcy,Beschilderung und Verkehrsführung,"B36, 76344 Eggenstein-Leopoldshafen",Abgeschlossen,2018-02-27T21:06:00+01:00,2018-02-28T11:11:00+01:00,MOBILE
2cxkft,Verunreinigungen,"Händelstraße 3, 76185 Karlsruhe",Abgeschlossen,2018-02-27T22:01:00+01:00,2018-02-28T08:30:00+01:00,MOBILE
fovofx,Gefahrenstellen,"Kaiserallee 35A, 76133 Karlsruhe",Behoben,2018-02-27T22:06:00+01:00,2018-03-14T13:54:00+01:00,MOBILE
xydnha,Gefahrenstellen,"K9657 K9657, 76135 Karlsruhe",Eingetroffen,2018-02-27T22:22:00+01:00,2018-03-02T05:59:00+01:00,MOBILE
qzeo4z,Gefahrenstellen,"K9657 K9657, 76135 Karlsruhe",Eingetroffen,2018-02-27T22:28:00+01:00,2018-02-27T22:33:00+01:00,MOBILE
m23cng,115 Abfallsammlung,"Essenweinstraße 38, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T06:51:00+01:00,2018-02-28T07:55:00+01:00,CALL_115
uncv9d,115 Abfallsammlung,,Abgeschlossen,2018-02-28T07:17:00+01:00,2018-02-28T07:28:00+01:00,CALL_115
04xb3y,Verunreinigungen,"Kleingärtnerweg, 76139 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T07:18:00+01:00,2018-03-02T07:09:00+01:00,CALL_115
gh1wrt,Verunreinigungen,"Winterstraße 26, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T07:43:00+01:00,2018-03-02T10:12:00+01:00,CALL_115
ar6tl5,115 Straßenreinigung,"Hebelstraße, 76133 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T08:33:00+01:00,2018-02-28T12:56:00+01:00,CALL_115
hp0cia,Beschilderung und Verkehrsführung,,Eingetroffen,2018-02-28T08:36:00+01:00,2018-02-28T08:36:00+01:00,MOBILE
qeytws,115 Abfallsammlung,"Schenkendorfstraße 4, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T08:39:00+01:00,2018-03-07T07:20:00+01:00,CALL_115
nwnpbi,Ampel,"Brauerstraße, Karlsruhe, Deutschland",Behoben,2018-02-28T08:54:00+01:00,2018-03-01T07:04:00+01:00,CALL_115
htai6w,Gefahrenstellen,,Eingetroffen,2018-02-28T09:00:00+01:00,2018-02-28T09:00:00+01:00,MOBILE
isoixn,KA-Feedback Nutzerumfrage,"Englerstraße 14, 76131 Karlsruhe, Deutschland",Eingetroffen,2018-02-28T09:01:00+01:00,2018-02-28T09:01:00+01:00,MOBILE
ldfvdq,115 Abfallsammlung,"Westmarkstraße 24, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T10:30:00+01:00,2018-03-05T07:01:00+01:00,CALL_115
ifvbus,115 Straßenreinigung,"Am Künstlerhaus, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T10:47:00+01:00,2018-03-08T12:55:00+01:00,CALL_115
vewa5w,Verunreinigungen,"Theodor-Rehbock-Straße 17, 76131 Karlsruhe",Abgeschlossen,2018-02-28T11:05:00+01:00,2018-03-01T05:33:00+01:00,MOBILE
2yvmux,115 Abfallsammlung,"Kaiserallee 58, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T11:55:00+01:00,2018-03-02T07:07:00+01:00,CALL_115
co6tvo,Verunreinigungen,"Passagehof 12, 76133 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T12:57:00+01:00,2018-03-01T08:56:00+01:00,WEB
qnwqb1,115 Abfallsammlung,"Finkenweg 5, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T13:48:00+01:00,2018-03-02T07:07:00+01:00,CALL_115
p3tp1o,Verkehrsverstöße,"Riefstahlstraße 2, 76133 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T13:50:00+01:00,2018-03-01T13:53:00+01:00,CALL_115
cfeldj,Ampel,"Fritz-Erler-Straße, Karlsruhe, Deutschland",Behoben,2018-02-28T14:11:00+01:00,2018-03-05T07:18:00+01:00,CALL_115
nfzta4,115 Abfallsammlung,"Haizingerstraße 2, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T15:17:00+01:00,2018-03-02T07:06:00+01:00,CALL_115
ltez0s,Verunreinigungen,"K9658, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T15:22:00+01:00,2018-03-08T12:55:00+01:00,MOBILE
ox7iut,115 Straßenreinigung,"Theodor-Rehbock-Straße, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T15:25:00+01:00,2018-03-01T13:51:00+01:00,CALL_115
duugf9,115 Abfall Sperrmüll/Weiße Ware (2nd Level),"Luisenstraße 25, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T16:17:00+01:00,2018-03-02T06:53:00+01:00,CALL_115
zw6peo,Beschilderung und Verkehrsführung,"Akademiestraße 40, 76133 Karlsruhe",Abgeschlossen,2018-02-28T16:19:00+01:00,2018-03-02T07:13:00+01:00,MOBILE
cgzjdr,Straßenbeleuchtung,"Otto-Wels-Straße Otto-Wels-Straße, 76189 Karlsruhe",Behoben,2018-02-28T16:21:00+01:00,2018-03-02T07:09:00+01:00,MOBILE
nhzree,Ampel,"Unterweingartenfeld Unterweingartenfeld, 76135 Karlsruhe",Behoben,2018-02-28T16:25:00+01:00,2018-03-01T07:02:00+01:00,MOBILE
upbojb,Pünktlichkeit des ÖPNV,"Kaiserstraße 98, 76133 Karlsruhe",Eingetroffen,2018-02-28T16:31:00+01:00,2018-03-02T11:28:00+01:00,MOBILE
rpe5nj,Beschilderung und Verkehrsführung,"Am Entenfang 6, 76185 Karlsruhe",Abgeschlossen,2018-02-28T16:33:00+01:00,2018-03-02T11:36:00+01:00,MOBILE
k1ygnt,115 Abfallsammlung,"Lenzstraße 1, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T16:40:00+01:00,2018-03-01T10:08:00+01:00,CALL_115
lgoamy,Pünktlichkeit des ÖPNV,"Fritz-Erler-Straße 13–25, 76133 Karlsruhe",Eingetroffen,2018-02-28T16:41:00+01:00,2018-02-28T16:41:00+01:00,MOBILE
jpjy6z,Verunreinigungen,"Otto-Dullenkopf-Park, Schlachthausstraße 9A, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T17:01:00+01:00,2018-03-01T08:57:00+01:00,CALL_115
qpqp4o,Verunreinigungen,"Wilhelm-Hausenstein-Allee 22, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-02-28T17:02:00+01:00,2018-03-01T08:57:00+01:00,CALL_115
19fcdi,Verunreinigungen,"Im Weiherwald Im Weiherwald, 76199 Karlsruhe",Abgeschlossen,2018-02-28T17:27:00+01:00,2018-03-01T12:55:00+01:00,MOBILE
qankkx,Verunreinigungen,"Isoldestraße 10, 76185 Karlsruhe",Abgeschlossen,2018-02-28T18:10:00+01:00,2018-03-18T05:42:00+01:00,MOBILE
khug22,Beschilderung und Verkehrsführung,"Wolfartsweierer Straße 48, 76137 Karlsruhe",Behoben,2018-02-28T18:21:00+01:00,2018-03-09T13:07:00+01:00,MOBILE
7szcwk,Verunreinigungen,,Abgeschlossen,2018-02-28T19:04:00+01:00,2018-03-01T08:56:00+01:00,MOBILE
okatxp,Ampel,"Erzbergerstraße 25, 76133 Karlsruhe, Deutschland",Behoben,2018-03-01T07:02:00+01:00,2018-03-07T10:09:00+01:00,CALL_115
jobg9e,115 Straßenreinigung,"Hagsfelder Allee 16, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T07:27:00+01:00,2018-03-01T12:50:00+01:00,CALL_115
4nhc4m,115 Straßenreinigung,"Yorckstraße, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T07:29:00+01:00,2018-03-08T12:54:00+01:00,CALL_115
p0rtbp,Verunreinigungen,"Donaustraße 5A, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T07:32:00+01:00,2018-03-01T12:51:00+01:00,MOBILE
nkhxrr,115 Straßenreinigung,"Rheinstraße, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T07:44:00+01:00,2018-03-01T13:02:00+01:00,CALL_115
tifry8,115 Straßenreinigung,"Lebrechtstraße 49, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T07:52:00+01:00,2018-03-01T12:07:00+01:00,CALL_115
iipb7i,115 Straßenreinigung,"Wolfartsweierer Str. 14, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T08:10:00+01:00,2018-03-01T13:03:00+01:00,CALL_115
xcbdpf,115 Abfallsammlung,"Frauenalber Str.93, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T08:17:00+01:00,2018-03-07T07:17:00+01:00,CALL_115
kgcvto,Verunreinigungen,"Bahnhofplatz 8–10, 76137 Karlsruhe",Behoben,2018-03-01T08:43:00+01:00,2018-03-02T06:38:00+01:00,MOBILE
u1qzcz,115 Abfallsammlung,"Nikolaus-Lenau-Straße 9, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T08:45:00+01:00,2018-03-07T07:18:00+01:00,CALL_115
b6n2o5,115 Abfallsammlung,"Lenzstraße 9, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T08:52:00+01:00,2018-03-01T10:08:00+01:00,CALL_115
kxnxq3,115 Straßenreinigung,"Hirschstraße 115, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T09:01:00+01:00,2018-03-01T12:05:00+01:00,CALL_115
ozoit1,115 Abfallsammlung,"Rintheimer Hauptstraße 78, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T09:09:00+01:00,2018-03-05T07:00:00+01:00,CALL_115
krgblq,115 Abfallsammlung,"Göhrenstraße 29, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T09:19:00+01:00,2018-03-07T07:17:00+01:00,CALL_115
cauups,115 Abfallsammlung,"Bahnhofstraße 36, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T09:43:00+01:00,2018-03-02T07:04:00+01:00,CALL_115
q2dmsz,115 Straßenreinigung,"Josef-Schofer-Straße 12, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T10:12:00+01:00,2018-03-02T10:50:00+01:00,CALL_115
bngv4z,115 Straßenreinigung,"Humboldtstraße 37, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T10:25:00+01:00,2018-03-02T08:55:00+01:00,CALL_115
a4pzk3,115 Abfallsammlung,"Kornweg 13, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T10:27:00+01:00,2018-03-02T07:02:00+01:00,CALL_115
6vrcbg,Verunreinigungen,"Ostmarkstraße 57, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T10:39:00+01:00,2018-03-14T06:58:00+01:00,CALL_115
oerdfs,Beschilderung und Verkehrsführung,"Durlacher Allee, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T10:48:00+01:00,2018-03-02T11:24:00+01:00,WEB
xaj3sk,Verunreinigungen,"Märchenring 26, 76199 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T11:12:00+01:00,2018-03-12T12:59:00+01:00,CALL_115
qfkvbq,Verkehrsverstöße,"Heilbronner Str. 28, 76131 Karlsruhe, Deutschland",Behoben,2018-03-01T11:42:00+01:00,2018-03-05T12:25:00+01:00,CALL_115
zgg4un,115 Straßenreinigung,"Leopoldstraße 26, 76133 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T12:59:00+01:00,2018-03-02T08:56:00+01:00,CALL_115
kewgzk,Verunreinigungen,"Hooverstraße 17, 76228 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T13:51:00+01:00,2018-03-02T06:28:00+01:00,CALL_115
t8vnfw,115 Abfallsammlung,"Lenzstraße 8, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T14:09:00+01:00,2018-03-02T06:53:00+01:00,CALL_115
lb6xzp,115 Straßenreinigung,"Sophienstraße, Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T14:11:00+01:00,2018-03-02T10:50:00+01:00,CALL_115
9jhpiy,Ampel,"Ostmarkstraße, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T14:15:00+01:00,2018-03-05T07:20:00+01:00,CALL_115
8d4ncj,115 Straßenreinigung,"Auer Str. 20, 76227 Karlsruhe, Deutschland",Eingetroffen,2018-03-01T14:31:00+01:00,2018-03-02T06:27:00+01:00,CALL_115
oqgw85,Beschilderung und Verkehrsführung,"Südendstraße 44, 76135 Karlsruhe",Abgeschlossen,2018-03-01T14:31:00+01:00,2018-04-13T11:23:00+01:00,MOBILE
j2uap3,115 Abfallsammlung,"Lameystraße 19, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T15:08:00+01:00,2018-03-07T07:15:00+01:00,CALL_115
lekjkm,Ampel,"Kriegsstraße 15, 76137 Karlsruhe, Deutschland",Behoben,2018-03-01T16:38:00+01:00,2018-03-05T07:17:00+01:00,CALL_115
q5pmov,115 Straßenreinigung,"Breite Str. 58, 76135 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T16:49:00+01:00,2018-03-23T05:19:00+01:00,CALL_115
ylic0e,Verkehrsverstöße,"Hertzstraße 23, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-03-01T16:55:00+01:00,2018-03-02T11:26:00+01:00,WEB
k4eeew,Beschilderung und Verkehrsführung,"Stösserstraße 31, 76185 Karlsruhe",Abgeschlossen,2018-03-01T18:14:00+01:00,2018-03-06T09:10:00+01:00,MOBILE
7yhraw,Verunreinigungen,"B36 B36, 76185 Karlsruhe",Abgeschlossen,2018-03-01T18:16:00+01:00,2018-03-02T08:56:00+01:00,MOBILE
yjgy4n,KA-Feedback Nutzerumfrage,-,Eingetroffen,2018-03-01T19:53:00+01:00,2018-03-01T19:53:00+01:00,MOBILE
szehob,Beschilderung und Verkehrsführung,"Kaiserallee 2, 76133 Karlsruhe",Eingetroffen,2018-03-01T20:15:00+01:00,2018-03-01T20:22:00+01:00,MOBILE
hzw00g,Straßenbeleuchtung,"Schoemperlenstraße 12, 76185 Karlsruhe",Abgeschlossen,2018-03-01T20:25:00+01:00,2018-12-20T05:34:00+01:00,MOBILE
ff0qtu,Beschilderung und Verkehrsführung,"Bannwaldallee 60, 76185 Karlsruhe",Eingetroffen,2018-03-01T20:36:00+01:00,2018-03-01T20:39:00+01:00,MOBILE
j1lzjr,Verkehrsverstöße,"Rondellplatz, 76133 Karlsruhe",Behoben,2018-03-01T21:07:00+01:00,2018-03-05T12:24:00+01:00,MOBILE
dibver,Verunreinigungen,"Ettlinger Allee 7, 76199 Karlsruhe",Abgeschlossen,2018-03-02T06:20:00+01:00,2018-03-02T09:11:00+01:00,MOBILE
i3c6fo,Verunreinigungen,"Wolfartsweier, 76228 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T06:48:00+01:00,2018-03-02T10:11:00+01:00,CALL_115
nephom,115 Abfallsammlung,"Mannheimer Str. 70, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T07:26:00+01:00,2018-03-07T07:16:00+01:00,CALL_115
kaqp6q,Verunreinigungen,"Elfmorgenbruchstraße, 76139 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T07:29:00+01:00,2018-03-06T05:53:00+01:00,WEB
wlyzli,Ampel,"Adenauerring 19, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T07:41:00+01:00,2018-03-07T10:09:00+01:00,CALL_115
bzh29c,Verkehrsverstöße,"Kalliwodastraße 8, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T07:43:00+01:00,2018-03-02T11:25:00+01:00,CALL_115
pfmxrv,115 Abfallsammlung,,Abgeschlossen,2018-03-02T08:03:00+01:00,2018-07-25T06:36:00+01:00,CALL_115
ld5paw,115 Straßenreinigung,"Kleingartenverein "" Am Dammweg Karlsruhe-Daxlanden "", Reinhard-Kutterer-Weg 3, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T08:27:00+01:00,2018-03-05T06:58:00+01:00,CALL_115
wwpds7,Verunreinigungen,,Abgeschlossen,2018-03-02T08:40:00+01:00,2018-03-02T11:08:00+01:00,WEB
dbry1n,Verunreinigungen,"Augartenstraße 75, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T09:16:00+01:00,2018-03-05T06:58:00+01:00,CALL_115
povwt4,115 Abfallsammlung,"Albrecht-Altdorfer-Weg 5, 76149 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T09:20:00+01:00,2018-03-02T09:38:00+01:00,CALL_115
fmkrnf,115 Abfallsammlung,"Lenzstraße 8, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T10:01:00+01:00,2018-03-02T11:59:00+01:00,CALL_115
kylnvx,Verkehrsverstöße,"Edelbergstraße 9a–9c, 76189 Karlsruhe",Abgeschlossen,2018-03-02T10:02:00+01:00,2018-03-02T11:26:00+01:00,MOBILE
9hh7uv,115 Abfallsammlung,"Kornweg 18, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T10:19:00+01:00,2018-03-06T06:47:00+01:00,CALL_115
gqkjrk,115 Abfallsammlung,"Leopoldstraße 4, 76133 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T10:33:00+01:00,2018-07-25T06:13:00+01:00,CALL_115
qgscvl,Gefahrenstellen,"Neureuter Str. 3-5, 76185 Karlsruhe, Deutschland",Behoben,2018-03-02T11:02:00+01:00,2018-03-14T13:52:00+01:00,CALL_115
jkrpuc,Verunreinigungen,"Bernhardstraße, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T11:07:00+01:00,2018-03-08T12:53:00+01:00,CALL_115
a9mkq5,115 Straßenreinigung,"Haid-und-Neu-Straße, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T11:23:00+01:00,2018-03-08T10:29:00+01:00,CALL_115
ftpllk,Beschilderung und Verkehrsführung,"Bachstraße 67, 76185 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T11:39:00+01:00,2018-03-06T13:41:00+01:00,CALL_115
f8rqib,Verunreinigungen,"Meißener Str. 28, 76139 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T11:50:00+01:00,2018-03-06T13:04:00+01:00,CALL_115
0vfesj,115 Straßenreinigung,"Schloßpl. 10, 76131 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T12:40:00+01:00,2018-03-05T11:33:00+01:00,CALL_115
rrdfvg,Verunreinigungen,"Wilhelm-Hausenstein-Allee 8, 76187 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T12:44:00+01:00,2018-03-06T10:46:00+01:00,CALL_115
kggfvg,Verunreinigungen,"Sophienstraße 12-16, 76133 Karlsruhe, Deutschland",Behoben,2018-03-02T13:31:00+01:00,2018-03-05T16:35:00+01:00,CALL_115
z62hsa,Verkehrsverstöße,"Lessingstraße 66, 76135 Karlsruhe, Deutschland",Behoben,2018-03-02T14:19:00+01:00,2018-03-05T08:33:00+01:00,CALL_115
uxs1lp,115 Straßenreinigung,"Sophienstraße 106, 76135 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T14:45:00+01:00,2018-03-08T10:29:00+01:00,CALL_115
ohqrgu,115 Abfallsammlung,"Schindweg 7, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-03-02T14:51:00+01:00,2018-03-07T12:00:00+01:00,CALL_115
auc41q,Gefahrenstellen,"Ritterstraße, Karlsruhe, Deutschland",Eingetroffen,2018-03-03T07:29:00+01:00,2018-03-03T07:29:00+01:00,WEB
uwv7ij,Verunreinigungen,"Neckarstraße 30A, 76199 Karlsruhe",Abgeschlossen,2018-03-03T16:25:00+01:00,2018-03-05T09:38:00+01:00,MOBILE
rox43l,Verunreinigungen,"Schirmerstraße 3, 76133 Karlsruhe, Deutschland",Abgeschlossen,2018-03-03T17:34:00+01:00,2018-03-07T11:28:00+01:00,MOBILE
ocgkkl,Ampel,"Linkenheimer Landstraße 113, 76149 Karlsruhe",Behoben,2018-03-03T17:58:00+01:00,2018-03-07T10:08:00+01:00,MOBILE
lpdzbq,Beschilderung und Verkehrsführung,"Rankestraße, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-03-03T18:10:00+01:00,2018-03-07T07:32:00+01:00,WEB
52upkk,Verunreinigungen,"Scherrstraße, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-03-03T18:15:00+01:00,2018-03-05T09:15:00+01:00,WEB
dqbxmc,KA-Feedback Nutzerumfrage,-,Eingetroffen,2018-03-04T00:44:00+01:00,2018-03-04T00:44:00+01:00,MOBILE
somjz5,Ampel,"Baumeisterstraße 3, 76137 Karlsruhe, Deutschland",In Arbeit,2018-03-04T12:10:00+01:00,2018-03-07T10:07:00+01:00,WEB
sao57f,Verunreinigungen,"Kaiserstraße 181, 76133 Karlsruhe",Behoben,2018-03-04T14:15:00+01:00,2018-03-05T08:32:00+01:00,MOBILE
1p4ws9,Verunreinigungen,"Yorckstraße 20–30, 76185 Karlsruhe",Abgeschlossen,2018-03-04T14:43:00+01:00,2018-03-08T12:53:00+01:00,MOBILE
69ahqv,Verunreinigungen,"Sophienstraße 189A, 76185 Karlsruhe",Abgeschlossen,2018-03-04T16:43:00+01:00,2018-03-05T08:30:00+01:00,MOBILE
t7hisz,KA-Feedback Nutzerumfrage,-,Eingetroffen,2018-03-05T06:49:00+01:00,2018-03-05T06:49:00+01:00,MOBILE
cm3eem,Verkehrsverstöße,"Tullastraße 14, 76131 Karlsruhe, Deutschland",Behoben,2018-03-05T07:01:00+01:00,2018-03-05T08:31:00+01:00,CALL_115
hxf35f,115 Straßenreinigung,"Weingartener Str., 76229 Karlsruhe, Deutschland",Abgeschlossen,2018-03-05T07:15:00+01:00,2018-03-05T09:10:00+01:00,CALL_115
zap3ee,115 Straßenreinigung,"Weinbrennerstraße, Karlsruhe, Deutschland",Abgeschlossen,2018-03-05T07:37:00+01:00,2018-03-08T10:30:00+01:00,CALL_115
pell7z,Ampel,"Brauerstraße, Karlsruhe, Deutschland",Behoben,2018-03-05T07:42:00+01:00,2018-03-07T10:05:00+01:00,CALL_115
ynvtfu,115 Straßenreinigung,"Untere Hub, 76227 Karlsruhe, Deutschland",Abgeschlossen,2018-03-05T07:43:00+01:00,2018-03-05T09:07:00+01:00,CALL_115
srnmgl,Verunreinigungen,"Bernhard-Lichtenberg-Straße, 76189 Karlsruhe, Deutschland",Abgeschlossen,2018-03-05T07:47:00+01:00,2018-03-14T06:59:00+01:00,CALL_115
yw9wxg,Gefahrenstellen,"Schänzle 11, 76187 Karlsruhe, Deutschland",Behoben,2018-03-05T08:01:00+01:00,2018-03-14T13:57:00+01:00,CALL_115
auobvy,Verunreinigungen,"Weingartener Straße, 76229 Karlsruhe",Abgeschlossen,2018-03-05T08:02:00+01:00,2018-03-05T12:28:00+01:00,MOBILE
6c3k4t,Verunreinigungen,"Weingartener Straße, 76229 Karlsruhe",Abgeschlossen,2018-03-05T08:02:00+01:00,2018-03-05T12:29:00+01:00,MOBILE
nifonl,115 Abfallsammlung,"Schneidemühler Str. 12G, 76139 Karlsruhe, Deutschland",Abgeschlossen,2018-03-05T08:05:00+01:00,2018-03-07T07:16:00+01:00,CALL_115
6ih00c,115 Abfallsammlung,"Breite Str. 82, 76135 Karlsruhe, Deutschland",Abgeschlossen,2018-03-05T08:31:00+01:00,2018-03-12T07:41:00+01:00,CALL_115
fwtri5,115 Abfallsammlung,"Augartenstraße 30A, 76137 Karlsruhe, Deutschland",Abgeschlossen,2018-03-05T08:44:00+01:00,2018-03-07T07:14:00+01:00,CALL_115
