Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
dnrymv,Gefahrenstellen,"Brunnenstückweg 12, 76199 Karlsruhe, Deutschland",Behoben,2015-02-22T16:32:00+01:00,2015-05-21T07:57:00+02:00,MOBILE
2qj7gb,Beschilderung,"Ludwig-Erhard-Allee, 76131 Karlsruhe, Deutschland",Behoben,2015-02-22T15:47:00+01:00,2015-02-23T08:35:00+01:00,MOBILE
zu0nmr,Verunreinigungen,"Reinhold-Frank-Straße 24, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-22T12:31:00+01:00,2015-02-22T12:31:00+01:00,MOBILE
efio4r,Verunreinigungen,"Lachenweg 4, 76139 Karlsruhe, Deutschland",Eingetroffen,2015-02-22T10:55:00+01:00,2015-02-22T10:55:00+01:00,MOBILE
yqub5s,Verunreinigungen,"An der Feldshütte 1, 76139 Karlsruhe, Deutschland",Eingetroffen,2015-02-22T10:53:00+01:00,2015-02-22T10:53:00+01:00,MOBILE
38ejiz,Verunreinigungen,"Alter Schlachthof 45, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-02-22T10:52:00+01:00,2015-02-22T10:52:00+01:00,MOBILE
kaounk,Verunreinigungen,"Steinstraße 25, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-21T17:37:00+01:00,2015-02-21T17:37:00+01:00,MOBILE
gbsiub,Beschilderung,"Markgrafenstraße 52, 76133 Karlsruhe, Deutschland",Behoben,2015-02-21T15:42:00+01:00,2015-02-23T08:37:00+01:00,MOBILE
dgf1gm,Verunreinigungen,"Luisenstraße 6, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-02-21T15:28:00+01:00,2015-02-21T15:28:00+01:00,MOBILE
2ajz6u,Verunreinigungen,"Sudetenstraße 115, 76187 Karlsruhe, Deutschland",Eingetroffen,2015-02-21T12:42:00+01:00,2015-02-21T12:42:00+01:00,MOBILE
glw0pd,Verunreinigungen,"Sudetenstraße 111, 76187 Karlsruhe, Deutschland",Eingetroffen,2015-02-21T12:39:00+01:00,2015-02-21T12:39:00+01:00,MOBILE
iqkmni,Ampeln für Fußgänger oder Radfahrer,"Willy-Andreas-Allee 15, 76131 Karlsruhe, Deutschland",Behoben,2015-02-21T01:45:00+01:00,2015-02-24T07:58:00+01:00,MOBILE
9lo3uj,Verkehrsverstöße,"Waldstraße 15, 76133 Karlsruhe, Deutschland",Behoben,2015-02-20T23:45:00+01:00,2015-02-23T08:38:00+01:00,MOBILE
tfydra,Straßenbeleuchtung,"Erzbergerstraße 141, 76149 Karlsruhe, Deutschland",Behoben,2015-02-20T22:25:00+01:00,2015-03-11T07:48:00+01:00,MOBILE
na561k,Straßenbeleuchtung,"Erzbergerstraße 113, 76133 Karlsruhe, Deutschland",Behoben,2015-02-20T22:23:00+01:00,2015-03-11T07:48:00+01:00,MOBILE
6f0rcx,Verkehrsverstöße,"Hirschhof 3, 76133 Karlsruhe, Deutschland",Behoben,2015-02-20T20:39:00+01:00,2015-02-23T08:40:00+01:00,MOBILE
y43xjr,Verunreinigungen,"Scheelweg 1, 76229 Karlsruhe, Deutschland",Eingetroffen,2015-02-20T16:53:00+01:00,2015-02-20T16:53:00+01:00,MOBILE
rb8gcf,Gefahrenstellen,"Am Knittelberg 2, 76229 Karlsruhe, Deutschland",Eingetroffen,2015-02-20T16:52:00+01:00,2015-02-20T16:52:00+01:00,MOBILE
24oro3,Verunreinigungen,"Lachenweg 12, 76139 Karlsruhe, Deutschland",Eingetroffen,2015-02-20T16:34:00+01:00,2015-02-20T16:34:00+01:00,MOBILE
gz1you,Beschilderung,"Guntherstraße 2, 76185 Karlsruhe, Deutschland",Behoben,2015-02-20T14:12:00+01:00,2015-02-27T11:12:00+01:00,MOBILE
3op3cg,Verunreinigungen,"Dammerstock, 76199 Karlsruhe, Deutschland",In Arbeit,2015-02-20T13:48:00+01:00,2015-02-23T09:24:00+01:00,MOBILE
m9gins,Verunreinigungen,"K3581, 76287 Rheinstetten, Deutschland",Eingetroffen,2015-02-20T12:12:00+01:00,2015-02-20T12:12:00+01:00,MOBILE
vuv1lu,Verunreinigungen,"Markgrafenstraße 52, 76133 Karlsruhe, Deutschland",Abgeschlossen,2015-02-20T12:10:00+01:00,2015-02-23T09:23:00+01:00,MOBILE
j9ytc2,Verunreinigungen,"Markgrafenstraße 52, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-20T12:07:00+01:00,2015-02-20T12:07:00+01:00,MOBILE
tt5nen,Verunreinigungen,"Markgrafenstraße 52, 76133 Karlsruhe, Deutschland",In Arbeit,2015-02-20T12:05:00+01:00,2015-02-23T09:16:00+01:00,MOBILE
zozz1w,Verunreinigungen,"Ludwig-Erhard-Allee 10, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-02-20T11:28:00+01:00,2015-02-20T11:28:00+01:00,MOBILE
91seha,Verunreinigungen,"Lameystraße 26, 76185 Karlsruhe, Deutschland",Eingetroffen,2015-02-20T08:40:00+01:00,2015-02-20T08:40:00+01:00,MOBILE
zjw9lo,Verunreinigungen,"E52, 76275 Ettlingen, Deutschland",Eingetroffen,2015-02-19T22:43:00+01:00,2015-02-19T22:43:00+01:00,MOBILE
br1uqr,Verkehrsverstöße,"Eisenlohrstraße 49, 76135 Karlsruhe, Deutschland",Behoben,2015-02-19T22:16:00+01:00,2015-02-20T09:01:00+01:00,MOBILE
ecgn4k,Straßenbeleuchtung,"Waldshuter Straße 13, 76227 Karlsruhe, Deutschland",Behoben,2015-02-19T21:38:00+01:00,2015-03-11T07:49:00+01:00,MOBILE
dhnhvy,Ampeln für Fußgänger oder Radfahrer,"Sudetenstraße, 76187 Karlsruhe, Deutschland",Abgeschlossen,2015-02-19T16:39:00+01:00,2015-02-24T08:03:00+01:00,MOBILE
1xgphm,Ampeln für Fußgänger oder Radfahrer,"Brauerstraße 48, 76135 Karlsruhe, Deutschland",Abgeschlossen,2015-02-19T16:38:00+01:00,2015-02-20T13:16:00+01:00,MOBILE
h7hv0l,Verunreinigungen,"Welfenstraße 32, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-02-19T14:40:00+01:00,2015-02-19T14:40:00+01:00,MOBILE
6bzua4,Verkehrsverstöße,"Hans-Thoma-Straße, 76133 Karlsruhe, Deutschland",Behoben,2015-02-19T13:03:00+01:00,2015-02-20T09:02:00+01:00,MOBILE
cpausy,KA-Feedback Nutzerumfrage,"Andreas-Hofer-Straße 3, 76185 Karlsruhe, Deutschland",Eingetroffen,2015-02-19T12:58:00+01:00,2015-02-19T12:58:00+01:00,MOBILE
1aaccw,Verunreinigungen,"Konrad-Hesse-Straße, 76149 Karlsruhe, Deutschland",Abgeschlossen,2015-02-19T11:37:00+01:00,2015-02-20T08:01:00+01:00,MOBILE
bbwe8f,Straßenbeleuchtung,"Luisenstraße 77, 76137 Karlsruhe, Deutschland",Behoben,2015-02-19T10:37:00+01:00,2015-03-11T07:51:00+01:00,MOBILE
mh27k8,Straßenbeleuchtung,"Auf dem Guggelensberg 39, 76227 Karlsruhe, Deutschland",Behoben,2015-02-19T10:31:00+01:00,2015-03-11T07:51:00+01:00,MOBILE
d2lp7k,Gefahrenstellen,"Wilhelm-Baur-Straße 2, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-02-19T10:13:00+01:00,2015-02-19T10:13:00+01:00,MOBILE
clos48,KA-Feedback Nutzerumfrage,"Schöllbronner Straße 64, 76199 Karlsruhe, Deutschland",Eingetroffen,2015-02-19T09:06:00+01:00,2015-02-19T09:06:00+01:00,MOBILE
e2pzl2,Ampeln für Fußgänger oder Radfahrer,"Grötzinger Straße 57, 76227 Karlsruhe, Deutschland",Behoben,2015-02-19T08:26:00+01:00,2015-02-19T16:22:00+01:00,MOBILE
ooc7w6,Beschilderung,"Europahalle, 76135 Karlsruhe, Deutschland",Behoben,2015-02-19T06:36:00+01:00,2015-02-20T09:01:00+01:00,MOBILE
uhbyph,Straßenbeleuchtung,"Ottostraße 21, 76227 Karlsruhe, Deutschland",Abgeschlossen,2015-02-18T18:10:00+01:00,2015-02-19T06:10:00+01:00,MOBILE
4jhzjb,Straßenbeleuchtung,"Ottostraße 21, 76227 Karlsruhe, Deutschland",Behoben,2015-02-18T18:10:00+01:00,2015-03-11T07:53:00+01:00,MOBILE
vtgwzf,Beschilderung,"Hornisgrindestraße 2, 76189 Karlsruhe, Deutschland",Behoben,2015-02-18T00:02:00+01:00,2015-02-19T09:05:00+01:00,MOBILE
9wbrle,Straßenbeleuchtung,"Luise-Riegger-Straße 30, 76137 Karlsruhe, Deutschland",Behoben,2015-02-17T22:56:00+01:00,2015-03-11T07:44:00+01:00,MOBILE
kwejpt,Verunreinigungen,"Scheibenhardter Weg 1, 76199 Karlsruhe, Deutschland",Eingetroffen,2015-02-17T20:07:00+01:00,2015-02-17T20:07:00+01:00,MOBILE
sknqu5,Gefahrenstellen,"Schillerstraße 55, 76135 Karlsruhe, Deutschland",Abgeschlossen,2015-02-17T20:06:00+01:00,2015-02-19T14:40:00+01:00,MOBILE
6jttob,Verunreinigungen,"Kaiserstraße 182, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-17T18:57:00+01:00,2015-02-17T18:57:00+01:00,MOBILE
7wrg2q,Verunreinigungen,"Kaiserallee 8, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-17T18:54:00+01:00,2015-02-17T18:54:00+01:00,MOBILE
ovs82k,Verunreinigungen,"Kaiserallee 8, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-17T18:54:00+01:00,2015-02-17T18:54:00+01:00,MOBILE
oz2egp,Verunreinigungen,"Adenauerring, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-17T18:16:00+01:00,2015-02-17T18:16:00+01:00,MOBILE
v8ggf0,Ampel für Kraftfahrzeuge,"Hardtstraße 15, 76185 Karlsruhe, Deutschland",Abgeschlossen,2015-02-17T17:13:00+01:00,2015-03-13T15:00:00+01:00,MOBILE
kszegp,Verunreinigungen,"Sommerstraße 5, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-02-17T16:57:00+01:00,2015-02-17T16:57:00+01:00,MOBILE
nhx221,Beschilderung,"Ettlinger Allee, 76199 Karlsruhe, Deutschland",Eingetroffen,2015-02-17T16:51:00+01:00,2015-02-17T16:51:00+01:00,MOBILE
pupxbn,Verunreinigungen,"Durmersheimer Straße 192, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-02-17T11:33:00+01:00,2015-02-17T11:33:00+01:00,MOBILE
t5ku5e,Gefahrenstellen,"In den Weihergärten 12, 76229 Karlsruhe, Deutschland",Eingetroffen,2015-02-17T10:10:00+01:00,2015-02-17T10:10:00+01:00,MOBILE
kjkglg,Verkehrsverstöße,"Königsberger Straße 2, 76139 Karlsruhe, Deutschland",Behoben,2015-02-17T09:26:00+01:00,2015-02-18T16:42:00+01:00,MOBILE
mquf9y,Beschilderung,"Kirchhofstraße 70, 76149 Karlsruhe, Deutschland",Behoben,2015-02-17T08:58:00+01:00,2015-03-19T10:11:00+01:00,MOBILE
p9rgqs,Verkehrsverstöße,"Weinbrennerstraße 94, 76185 Karlsruhe, Deutschland",Behoben,2015-02-17T02:48:00+01:00,2015-02-18T16:44:00+01:00,MOBILE
kzr7na,Straßenbeleuchtung,"Ernststraße 47, 76131 Karlsruhe, Deutschland",Behoben,2015-02-16T20:44:00+01:00,2015-03-11T07:52:00+01:00,MOBILE
hfafdj,Verunreinigungen,nicht angegeben,Eingetroffen,2015-02-16T14:51:00+01:00,2015-02-16T14:51:00+01:00,MOBILE
ne2vzg,Verunreinigungen,"Damaschkestraße 79, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-16T14:29:00+01:00,2015-02-16T14:29:00+01:00,MOBILE
4pvlxy,Verunreinigungen,"New-York-Straße 21, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-02-16T14:27:00+01:00,2015-02-16T14:27:00+01:00,MOBILE
tmtt2a,Verunreinigungen,"Haus Bethlehem, 76187 Karlsruhe, Deutschland",Eingetroffen,2015-02-16T12:03:00+01:00,2015-02-16T12:03:00+01:00,MOBILE
9jopdh,Verkehrsverstöße,"Schwarzwaldstraße 86, 76137 Karlsruhe, Deutschland",Abgeschlossen,2015-02-16T10:51:00+01:00,2015-02-18T16:46:00+01:00,MOBILE
e9twht,Verunreinigungen,"B10, 76187 Karlsruhe, Deutschland",Eingetroffen,2015-02-16T07:49:00+01:00,2015-03-01T15:16:00+01:00,MOBILE
396kso,Gefahrenstellen,"Morgenstraße 35, 76137 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T23:21:00+01:00,2015-02-19T09:21:00+01:00,MOBILE
wotblw,Gefahrenstellen,"Am Ölhafen 1, 76187 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T23:17:00+01:00,2015-02-19T09:24:00+01:00,MOBILE
c4clj4,Gefahrenstellen,"Landgrabenstraße 3, 76135 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T23:08:00+01:00,2016-10-03T03:30:00+02:00,MOBILE
iplwgl,Gefahrenstellen,"Eichelbergstraße 1, 76189 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T23:06:00+01:00,2015-02-19T09:23:00+01:00,MOBILE
hzoyto,Gefahrenstellen,"Hermann-Billing-Straße 9, 76137 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T23:03:00+01:00,2015-02-19T09:27:00+01:00,MOBILE
2nymzl,Gefahrenstellen,"Marie-Juchacz-Straße 19, 76137 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T22:59:00+01:00,2015-02-19T09:28:00+01:00,MOBILE
3hweeu,Gefahrenstellen,"Wilhelm-Leuschner-Straße 11, 76189 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T22:58:00+01:00,2016-12-06T21:52:00+01:00,MOBILE
mvtoji,Gefahrenstellen,"Karl-Flößer-Straße 11, 76189 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T22:49:00+01:00,2015-02-19T09:22:00+01:00,MOBILE
uvsvxf,Gefahrenstellen,"Karl-Flößer-Straße 38, 76189 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T22:45:00+01:00,2015-02-19T09:22:00+01:00,MOBILE
vbm1f6,Gefahrenstellen,"Graf-Stauffenberg-Straße 8, 76189 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T22:40:00+01:00,2015-02-19T09:22:00+01:00,MOBILE
au1xfg,Beschilderung,"Unterreut 8, 76135 Karlsruhe, Deutschland",Abgeschlossen,2015-02-15T22:29:00+01:00,2016-10-03T03:31:00+02:00,MOBILE
c1snm1,Verunreinigungen,"Langenbruchweg, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-02-15T21:17:00+01:00,2015-02-19T08:54:00+01:00,MOBILE
fkyq8m,Verunreinigungen,"Bonner Straße 42, 76185 Karlsruhe, Deutschland",In Arbeit,2015-02-15T19:26:00+01:00,2015-02-16T08:24:00+01:00,MOBILE
j6lud6,Verunreinigungen,"Rhodter Straße 1, 76185 Karlsruhe, Deutschland",In Arbeit,2015-02-15T19:23:00+01:00,2015-02-16T08:24:00+01:00,MOBILE
giana3,Verkehrsverstöße,"Kaiserstraße 160, 76133 Karlsruhe, Deutschland",Behoben,2015-02-15T18:20:00+01:00,2015-02-16T08:49:00+01:00,MOBILE
gb7ob3,Verunreinigungen,"Zum Wald 17, 76228 Karlsruhe, Deutschland",Eingetroffen,2015-02-15T16:47:00+01:00,2015-02-15T16:47:00+01:00,MOBILE
pwnmdu,Beschilderung,"Durmersheimer Straße 157, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-02-15T13:28:00+01:00,2015-02-15T13:28:00+01:00,MOBILE
t3juox,Beschilderung,"Lindenallee 8, 76189 Karlsruhe, Deutschland",Behoben,2015-02-15T13:21:00+01:00,2015-02-19T10:14:00+01:00,MOBILE
2hra2t,Straßenbeleuchtung,"Lindenallee 18, 76189 Karlsruhe, Deutschland",Behoben,2015-02-15T13:15:00+01:00,2015-03-11T07:51:00+01:00,MOBILE
1w10bh,Straßenbeleuchtung,"Lindenallee 24A, 76189 Karlsruhe, Deutschland",Behoben,2015-02-15T13:12:00+01:00,2015-03-11T07:54:00+01:00,MOBILE
hvvnii,Verunreinigungen,"Philipp-Reis-Straße, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-02-15T12:18:00+01:00,2015-02-15T12:18:00+01:00,MOBILE
pwkcdi,Verunreinigungen,"Pfaffstraße 1, 76227 Karlsruhe, Deutschland",In Arbeit,2015-02-15T09:01:00+01:00,2015-02-16T08:27:00+01:00,MOBILE
6ceip9,Verkehrsverstöße,"Moningerstraße 23, 76135 Karlsruhe, Deutschland",Behoben,2015-02-14T19:27:00+01:00,2015-02-16T08:50:00+01:00,MOBILE
mwsnvr,Verunreinigungen,"Ostendstraße 19, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-02-14T19:26:00+01:00,2015-02-14T19:26:00+01:00,MOBILE
mzzsq1,Verkehrsverstöße,"Nelkenstraße 21, 76135 Karlsruhe, Deutschland",Behoben,2015-02-14T12:36:00+01:00,2015-02-16T08:51:00+01:00,MOBILE
cvxmtz,Ampel für Kraftfahrzeuge,"Neureuter Straße, 76185 Karlsruhe, Deutschland",Abgeschlossen,2015-02-13T20:48:00+01:00,2015-02-16T11:08:00+01:00,MOBILE
qhroit,Verunreinigungen,"Borsigstraße 3, 76185 Karlsruhe, Deutschland",Eingetroffen,2015-02-13T18:30:00+01:00,2015-02-13T18:30:00+01:00,MOBILE
qddcro,Verunreinigungen,"Hoffstraße 2, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-13T18:12:00+01:00,2015-02-13T18:12:00+01:00,MOBILE
tslakr,Verunreinigungen,"Marie-Juchacz-Straße, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-02-13T16:27:00+01:00,2015-02-13T16:27:00+01:00,MOBILE
oicoxs,Beschilderung,"Kronenstraße 36, 76133 Karlsruhe, Deutschland",Behoben,2015-02-13T12:30:00+01:00,2015-02-25T14:59:00+01:00,MOBILE
2bkmrs,Beschilderung,"Steinhäuserstraße 2, 76135 Karlsruhe, Deutschland",Abgeschlossen,2015-02-13T11:00:00+01:00,2015-02-19T14:18:00+01:00,MOBILE
ju0cps,Beschilderung,"Bernhard-Lichtenberg-Straße 74, 76189 Karlsruhe, Deutschland",Behoben,2015-02-12T16:09:00+01:00,2015-03-19T09:41:00+01:00,MOBILE
caxzvr,Verkehrsverstöße,"Bernhard-Lichtenberg-Straße 78, 76189 Karlsruhe, Deutschland",Behoben,2015-02-12T16:02:00+01:00,2015-02-13T15:12:00+01:00,MOBILE
xiijp8,Verunreinigungen,"Bleichenhofstraße 5, 76228 Karlsruhe, Deutschland",Eingetroffen,2015-02-12T13:36:00+01:00,2015-02-12T13:36:00+01:00,MOBILE
kekrla,Verunreinigungen,"Beim Runden Plom 5B, 76275 Ettlingen, Deutschland",Eingetroffen,2015-02-12T09:07:00+01:00,2015-02-12T09:07:00+01:00,MOBILE
5cdcau,Verkehrsverstöße,"Saarlandstraße 30, 76187 Karlsruhe, Deutschland",Behoben,2015-02-12T08:41:00+01:00,2015-02-12T08:46:00+01:00,MOBILE
i1otzl,Verunreinigungen,"Haid-und-Neu-Straße 74, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-02-12T08:19:00+01:00,2015-02-12T08:19:00+01:00,MOBILE
usa3v6,KA-Feedback Nutzerumfrage,"Arnulf-Klett-Platz 3, 70173 Stuttgart, Deutschland",Eingetroffen,2015-02-12T08:04:00+01:00,2015-02-12T08:04:00+01:00,MOBILE
gjp4sa,Gefahrenstellen,"Erbprinzenstraße 13, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-12T07:53:00+01:00,2015-02-12T07:53:00+01:00,MOBILE
vcijzi,Verunreinigungen,"Kaiserstraße 239, 76133 Karlsruhe, Deutschland",Behoben,2015-02-11T23:15:00+01:00,2015-02-12T08:44:00+01:00,MOBILE
qck5f1,Straßenbeleuchtung,"Kronprinzenstraße 5, 76135 Karlsruhe, Deutschland",Behoben,2015-02-11T22:53:00+01:00,2015-02-16T09:52:00+01:00,MOBILE
xrrlks,Straßenbeleuchtung,"Lenzenhubweg 1, 76227 Karlsruhe, Deutschland",Behoben,2015-02-11T22:30:00+01:00,2015-02-13T06:47:00+01:00,MOBILE
axyn9x,Gefahrenstellen,"Linkenheimer Landstraße, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-02-11T20:46:00+01:00,2015-02-11T20:46:00+01:00,MOBILE
0j9wkd,Verkehrsverstöße,"Kinzigstraße 6, 76199 Karlsruhe, Deutschland",Behoben,2015-02-11T16:35:00+01:00,2015-02-12T08:46:00+01:00,MOBILE
lscbv6,Straßenbeleuchtung,"Delawarestraße 8, 76149 Karlsruhe, Deutschland",Behoben,2015-02-11T15:24:00+01:00,2015-03-11T07:49:00+01:00,MOBILE
dtoitt,Verkehrsverstöße,"Karlstraße 82, 76137 Karlsruhe, Deutschland",Behoben,2015-02-11T14:46:00+01:00,2015-02-12T08:46:00+01:00,MOBILE
mtgk5p,Verkehrsverstöße,"Bernsteinstraße 2, 76189 Karlsruhe, Deutschland",Behoben,2015-02-11T14:02:00+01:00,2015-02-12T08:47:00+01:00,MOBILE
pk9xyj,Beschilderung,"Lameystraße 21, 76185 Karlsruhe, Deutschland",Behoben,2015-02-11T13:59:00+01:00,2015-08-13T16:32:00+02:00,MOBILE
cvfwsw,Beschilderung,"Hardtstraße 13, 76185 Karlsruhe, Deutschland",Abgeschlossen,2015-02-11T13:56:00+01:00,2015-08-04T14:16:00+02:00,MOBILE
ij4q3a,Gefahrenstellen,"Im Jagdgrund 33, 76189 Karlsruhe, Deutschland",Behoben,2015-02-11T13:10:00+01:00,2015-02-13T09:47:00+01:00,MOBILE
w5rk5a,Beschilderung,"Lorenzstraße 29A, 76135 Karlsruhe, Deutschland",Behoben,2015-02-11T12:26:00+01:00,2015-08-05T15:44:00+02:00,MOBILE
dsmxli,Verunreinigungen,"Körnerstraße 37, 76135 Karlsruhe, Deutschland",In Arbeit,2015-02-11T12:23:00+01:00,2015-02-11T12:47:00+01:00,MOBILE
s6atq0,Beschilderung,"Lorenzstraße 29, 76135 Karlsruhe, Deutschland",Behoben,2015-02-11T12:23:00+01:00,2015-02-12T14:16:00+01:00,MOBILE
fri0ca,KA-Feedback Nutzerumfrage,"Gerda-Krüger-Nieland-Straße, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-02-11T11:35:00+01:00,2015-02-11T11:35:00+01:00,MOBILE
txhpv6,Verunreinigungen,"Abraham-Lincoln-Allee, 76149 Karlsruhe, Deutschland",Abgeschlossen,2015-02-11T11:16:00+01:00,2015-02-11T12:48:00+01:00,MOBILE
f92k4z,Verunreinigungen,"Insterburger Straße 16, 76139 Karlsruhe, Deutschland",Eingetroffen,2015-02-11T11:14:00+01:00,2015-02-11T11:14:00+01:00,MOBILE
erhr7y,Gefahrenstellen,,Abgeschlossen,2015-02-11T10:50:00+01:00,2015-02-11T14:31:00+01:00,MOBILE
6obfqa,Verunreinigungen,"Rudolf-Breitscheid-Straße 2, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-02-11T09:57:00+01:00,2015-02-11T09:57:00+01:00,MOBILE
aocn6x,Gefahrenstellen,"Wilhelm-Leuschner-Straße 11, 76189 Karlsruhe, Deutschland",In Arbeit,2015-02-11T09:39:00+01:00,2015-02-11T14:29:00+01:00,MOBILE
64goxn,Gefahrenstellen,"Bernhard-Lichtenberg-Straße 40, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-02-11T09:38:00+01:00,2015-02-11T14:29:00+01:00,MOBILE
jg94xe,Gefahrenstellen,"Linkenheimer Landstraße, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-02-11T06:50:00+01:00,2015-02-11T06:50:00+01:00,MOBILE
etcvmh,Straßenbeleuchtung,"Alte Bahnlinie, 76149 Karlsruhe, Deutschland",Behoben,2015-02-11T06:49:00+01:00,2015-02-13T06:50:00+01:00,MOBILE
r3pz4y,Gefahrenstellen,"Linkenheimer Landstraße, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-02-11T06:48:00+01:00,2015-02-11T06:48:00+01:00,MOBILE
nvqtaf,Gefahrenstellen,"Linkenheimer Landstraße, 76149 Karlsruhe, Deutschland",Abgeschlossen,2015-02-11T06:46:00+01:00,2015-02-18T15:01:00+01:00,MOBILE
qgqwie,Beschilderung,"Rüppurrer Straße 3A, 76137 Karlsruhe, Deutschland",Abgeschlossen,2015-02-11T06:39:00+01:00,2015-02-12T08:56:00+01:00,MOBILE
k6j7ca,KA-Feedback Nutzerumfrage,"Am Wetterbach 6-8, 76228 Karlsruhe, Deutschland",Eingetroffen,2015-02-10T23:18:00+01:00,2015-02-10T23:18:00+01:00,MOBILE
govtyx,Straßenbeleuchtung,"Alte Bahnlinie, 76149 Karlsruhe, Deutschland",Abgeschlossen,2015-02-10T18:08:00+01:00,2015-02-11T06:36:00+01:00,MOBILE
h5xmzu,Straßenbeleuchtung,"Alte Bahnlinie, 76149 Karlsruhe, Deutschland",Behoben,2015-02-10T18:08:00+01:00,2015-02-13T06:48:00+01:00,MOBILE
bsdpi8,Beschilderung,"Ludwig-Wilhelm-Straße 5, 76131 Karlsruhe, Deutschland",Behoben,2015-02-10T17:35:00+01:00,2015-02-13T11:32:00+01:00,MOBILE
litplg,Gefahrenstellen,"Schloßplatz 12, 76131 Karlsruhe, Deutschland",Behoben,2015-02-10T14:22:00+01:00,2015-02-11T15:44:00+01:00,MOBILE
bqnakd,Verunreinigungen,"Kaiserallee 11A, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-02-10T12:48:00+01:00,2015-02-10T12:48:00+01:00,MOBILE
xwuwxl,Verunreinigungen,"B36, 76149 Karlsruhe, Deutschland",Abgeschlossen,2015-02-10T09:08:00+01:00,2015-02-10T10:13:00+01:00,MOBILE
aybwei,Verunreinigungen,"Hohenwettersbacher Straße 1, 76228 Karlsruhe, Deutschland",Abgeschlossen,2015-02-09T19:11:00+01:00,2015-02-10T10:16:00+01:00,MOBILE
ivipcw,Gefahrenstellen,"Vorholzstraße 2, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-02-09T17:08:00+01:00,2015-02-09T17:08:00+01:00,MOBILE
zkdvvp,Verkehrsverstöße,"Erbprinzenstraße 14, 76133 Karlsruhe, Deutschland",Behoben,2015-02-09T12:58:00+01:00,2015-02-12T08:57:00+01:00,MOBILE
p7n2ok,Verkehrsverstöße,"Am Rüppurrer Schloß 7, 76199 Karlsruhe, Deutschland",Behoben,2015-02-09T12:12:00+01:00,2015-02-09T12:21:00+01:00,MOBILE
fgaq1x,Verkehrsverstöße,"Joachim-Kurzaj-Weg 9, 76189 Karlsruhe, Deutschland",Behoben,2015-02-09T09:51:00+01:00,2015-02-09T12:21:00+01:00,MOBILE
4hxqzh,Gefahrenstellen,"Tennesseeallee 78, 76149 Karlsruhe, Deutschland",Abgeschlossen,2015-02-08T11:45:00+01:00,2015-02-13T15:09:00+01:00,MOBILE
nwiz4n,Verkehrsverstöße,"Tennesseeallee 82, 76149 Karlsruhe, Deutschland",Behoben,2015-02-08T11:44:00+01:00,2015-02-09T12:21:00+01:00,MOBILE
gopodw,KA-Feedback Nutzerumfrage,"Lindenallee 31, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-02-07T22:08:00+01:00,2015-02-07T22:08:00+01:00,MOBILE
uw8tud,Verkehrsverstöße,"Heinrich-Köhler-Straße 2, 76187 Karlsruhe, Deutschland",Behoben,2015-02-07T22:07:00+01:00,2015-02-09T12:23:00+01:00,MOBILE
