Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
icvjdd,Verunreinigungen,"Zeppelinstraße 4A, 76185 Karlsruhe, Deutschland",Eingetroffen,2015-11-12T12:51:00+01:00,2015-11-12T12:51:00+01:00,WEB
i8shlb,Gefahrenstellen,"Lindenpl. 1, 76185 Karlsruhe, Deutschland",Behoben,2015-11-12T12:34:00+01:00,2015-11-13T12:07:00+01:00,WEB
eipmp7,Beschilderung,"Schwarzwaldstraße 32, 76137 Karlsruhe, Deutschland",In Arbeit,2015-11-11T21:40:00+01:00,2016-01-25T10:45:00+01:00,WEB
s1pyye,Verkehrsverstöße,"Körnerstraße 40, 76135 Karlsruhe, Deutschland",Behoben,2015-11-11T20:23:00+01:00,2015-11-16T11:27:00+01:00,MOBILE
mlnefh,Verkehrsverstöße,"Sophienstraße 75, 76135 Karlsruhe, Deutschland",Behoben,2015-11-11T18:14:00+01:00,2015-11-16T11:28:00+01:00,MOBILE
mgmnut,Straßenbeleuchtung,"Kaiserstraße 168, 76133 Karlsruhe, Deutschland",Behoben,2015-11-11T17:17:00+01:00,2015-11-13T11:42:00+01:00,MOBILE
vfbprf,Beschilderung,"Paula-Modersohn-Straße 2, 76227 Karlsruhe, Deutschland",Eingetroffen,2015-11-11T13:49:00+01:00,2015-11-11T13:49:00+01:00,MOBILE
dgykgn,Gefahrenstellen,"Graf-Rhena-Straße 2, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-11-11T13:42:00+01:00,2015-11-11T13:42:00+01:00,MOBILE
yepnwz,Verkehrsverstöße,"K9657, 76135 Karlsruhe, Deutschland",Abgeschlossen,2015-11-11T11:56:00+01:00,2015-11-16T11:29:00+01:00,WEB
x0is4s,Gefahrenstellen,"Honsellstraße, Karlsruhe, Deutschland",Eingetroffen,2015-11-11T11:08:00+01:00,2015-11-11T11:08:00+01:00,WEB
opkzds,Beschilderung,"Ulmenallee 6, 76185 Karlsruhe, Deutschland",Abgeschlossen,2015-11-11T09:50:00+01:00,2015-11-11T17:19:00+01:00,WEB
fw77q1,Verunreinigungen,"Rheinstraße 116, 76185 Karlsruhe, Deutschland",Eingetroffen,2015-11-11T07:22:00+01:00,2015-11-11T07:22:00+01:00,WEB
wk1x9e,Verkehrsverstöße,"Gottesauer Str. 17, 76131 Karlsruhe, Deutschland",Behoben,2015-11-10T22:39:00+01:00,2015-11-16T11:30:00+01:00,MOBILE
fbu5vj,Straßenbeleuchtung,"Erikaweg 4, 76149 Karlsruhe, Deutschland",Behoben,2015-11-10T20:42:00+01:00,2015-11-13T08:21:00+01:00,WEB
ygclk8,Beschilderung,"Markgrafenstraße 29, 76133 Karlsruhe, Deutschland",Behoben,2015-11-10T20:09:00+01:00,2015-11-13T11:24:00+01:00,MOBILE
ji3mka,Beschilderung,"Kriegsstraße 76, 76133 Karlsruhe, Deutschland",Behoben,2015-11-10T19:58:00+01:00,2015-11-11T17:16:00+01:00,MOBILE
jtagrk,Verkehrsverstöße,"Graf-Rhena-Straße 20, 76137 Karlsruhe, Deutschland",Behoben,2015-11-10T19:57:00+01:00,2015-11-16T11:30:00+01:00,MOBILE
9mhldd,Ampeln für Fußgänger oder Radfahrer,"Ludwig-Erhard-Allee, 76137 Karlsruhe, Deutschland",Abgeschlossen,2015-11-10T19:53:00+01:00,2015-11-11T12:53:00+01:00,MOBILE
fmpk1r,Verkehrsverstöße,"Adlerstraße 46, 76133 Karlsruhe, Deutschland",Behoben,2015-11-10T19:48:00+01:00,2015-11-16T11:31:00+01:00,MOBILE
ccrx6s,Verunreinigungen,"Schwarzwaldstraße 6, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-11-10T16:22:00+01:00,2015-11-10T16:22:00+01:00,MOBILE
letdlz,Verunreinigungen,"Hermann-Billing-Straße 9, 76137 Karlsruhe, Deutschland",Behoben,2015-11-10T09:50:00+01:00,2016-02-04T14:23:00+01:00,WEB
trpuxu,Straßenbeleuchtung,"B10, 76227 Karlsruhe, Deutschland",Behoben,2015-11-10T05:32:00+01:00,2015-11-13T11:43:00+01:00,MOBILE
e9u5vb,KA-Feedback Nutzerumfrage,"Tullaweg 9, 76229 Karlsruhe, Deutschland",Eingetroffen,2015-11-09T23:09:00+01:00,2015-11-09T23:09:00+01:00,MOBILE
mzzaox,Gefahrenstellen,"Hambacher Str. 11, 76187 Karlsruhe, Deutschland",Eingetroffen,2015-11-09T16:56:00+01:00,2015-11-09T16:56:00+01:00,MOBILE
q88nih,Beschilderung,"Durlacher Allee 5, 76131 Karlsruhe, Deutschland",Behoben,2015-11-09T16:17:00+01:00,2015-11-11T17:20:00+01:00,WEB
6xax3o,Gefahrenstellen,"Durlacher Allee 100, 76137 Karlsruhe, Deutschland",Abgeschlossen,2015-11-09T12:41:00+01:00,2015-11-18T10:47:00+01:00,MOBILE
hv8lmk,Beschilderung,"Bettina-von-Arnim-Weg 9, 76135 Karlsruhe, Deutschland",In Arbeit,2015-11-09T11:41:00+01:00,2015-11-10T15:49:00+01:00,MOBILE
yjtwyu,Straßenbeleuchtung,"Franz-Kafka-Straße 10, 76149 Karlsruhe, Deutschland",Behoben,2015-11-09T11:05:00+01:00,2015-11-09T11:18:00+01:00,MOBILE
e4iyqy,Verunreinigungen,"Amtmännenwiesen 1, 76199 Karlsruhe, Deutschland",Eingetroffen,2015-11-08T23:41:00+01:00,2015-11-08T23:41:00+01:00,WEB
bc2w5z,Verunreinigungen,,Eingetroffen,2015-11-08T22:29:00+01:00,2015-11-08T22:29:00+01:00,WEB
wflkuv,Verunreinigungen,"Kleinoberfeld 9A, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-11-08T22:26:00+01:00,2015-11-08T22:26:00+01:00,MOBILE
hgxtbm,Verunreinigungen,"Tullaweg 5, 76229 Karlsruhe, Deutschland",Eingetroffen,2015-11-08T20:05:00+01:00,2015-11-08T20:05:00+01:00,WEB
vcj3dk,Verunreinigungen,"B10, 76187 Karlsruhe, Deutschland",Eingetroffen,2015-11-08T19:18:00+01:00,2015-11-08T19:18:00+01:00,MOBILE
aeaqzb,Straßenbeleuchtung,"Südendstraße 32, 76137 Karlsruhe, Deutschland",Behoben,2015-11-08T17:46:00+01:00,2015-11-09T07:24:00+01:00,MOBILE
eolwzk,Verunreinigungen,"Lameystraße 36, 76185 Karlsruhe, Deutschland",Eingetroffen,2015-11-08T16:44:00+01:00,2015-11-08T16:44:00+01:00,MOBILE
iwgc93,Verkehrsverstöße,"Salierstraße 12, 76137 Karlsruhe, Deutschland",Behoben,2015-11-08T14:41:00+01:00,2015-11-09T13:12:00+01:00,MOBILE
hmu0oh,Verkehrsverstöße,"Salierstraße 7, 76137 Karlsruhe, Deutschland",Behoben,2015-11-08T13:37:00+01:00,2015-11-09T13:13:00+01:00,MOBILE
fxtblx,Verkehrsverstöße,"Hertzstraße 74, 76187 Karlsruhe, Deutschland",Behoben,2015-11-08T13:27:00+01:00,2015-11-09T13:14:00+01:00,MOBILE
h6xfel,Verkehrsverstöße,"Hertzstraße 78, 76187 Karlsruhe, Deutschland",Behoben,2015-11-08T13:24:00+01:00,2015-11-09T13:13:00+01:00,MOBILE
c9s6ay,Verunreinigungen,"B3, 76227 Karlsruhe, Deutschland",Abgeschlossen,2015-11-08T12:31:00+01:00,2015-11-09T10:03:00+01:00,MOBILE
vvvhg0,Verunreinigungen,"Unterfeldstraße 44, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-11-08T10:55:00+01:00,2015-11-08T10:55:00+01:00,MOBILE
zx0atz,Verunreinigungen,"Unterfeldstraße 44, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-11-08T10:55:00+01:00,2015-11-08T10:55:00+01:00,MOBILE
b64mhv,Gefahrenstellen,"Marie-Juchacz-Straße 13-15, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-11-08T10:28:00+01:00,2015-11-08T10:28:00+01:00,MOBILE
zwvve2,KA-Feedback Nutzerumfrage,"Welfenstraße 15, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-11-08T05:48:00+01:00,2015-11-08T05:48:00+01:00,MOBILE
4pja8j,Verunreinigungen,"Kanalweg 100, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-11-07T23:46:00+01:00,2015-11-07T23:46:00+01:00,WEB
tsdomd,Verunreinigungen,"Turmbergstraße 19, 76227 Karlsruhe, Deutschland",Eingetroffen,2015-11-07T22:23:00+01:00,2015-11-07T22:23:00+01:00,WEB
0lshpn,KA-Feedback Nutzerumfrage,"Steinmannstraße 10, 76199 Karlsruhe, Deutschland",Eingetroffen,2015-11-07T20:35:00+01:00,2015-11-07T20:35:00+01:00,MOBILE
hcryai,Straßenbeleuchtung,"Weiherhof 1, 76227 Karlsruhe, Deutschland",Behoben,2015-11-07T19:06:00+01:00,2015-11-09T15:44:00+01:00,MOBILE
0cxaqa,Straßenbeleuchtung,"Südendstraße 32, 76137 Karlsruhe, Deutschland",Behoben,2015-11-07T17:09:00+01:00,2015-11-09T07:25:00+01:00,MOBILE
sq9t43,Straßenbeleuchtung,"Südendstraße 32, 76137 Karlsruhe, Deutschland",Behoben,2015-11-07T17:09:00+01:00,2015-11-09T07:25:00+01:00,MOBILE
nmiu3u,Verkehrsverstöße,"Lessingstraße 46, 76135 Karlsruhe, Deutschland",Behoben,2015-11-07T14:22:00+01:00,2015-11-09T13:15:00+01:00,MOBILE
nsqzsv,Verunreinigungen,"Str. des Roten Kreuzes 8B, 76228 Karlsruhe, Deutschland",Eingetroffen,2015-11-07T13:43:00+01:00,2015-11-07T13:43:00+01:00,MOBILE
k2leid,Verunreinigungen,"Str. des Roten Kreuzes 8B, 76228 Karlsruhe, Deutschland",Eingetroffen,2015-11-07T13:43:00+01:00,2015-11-07T13:43:00+01:00,MOBILE
pd0gzd,Straßenbeleuchtung,"Hertzstraße 104, 76187 Karlsruhe, Deutschland",Behoben,2015-11-07T11:38:00+01:00,2015-12-15T08:12:00+01:00,WEB
4dnsas,Straßenbeleuchtung,"Rhode-Island-Allee 34, 76149 Karlsruhe, Deutschland",Behoben,2015-11-06T23:37:00+01:00,2015-11-10T15:52:00+01:00,WEB
wt6at6,Straßenbeleuchtung,"Manfred Hädinger Weg, Karlsruhe, Deutschland",Behoben,2015-11-06T23:05:00+01:00,2015-11-18T15:59:00+01:00,MOBILE
lo3l6o,Straßenbeleuchtung,"K9657, 76135 Karlsruhe, Deutschland",Behoben,2015-11-06T23:04:00+01:00,2015-11-18T15:56:00+01:00,MOBILE
p1hukr,Straßenbeleuchtung,"K9657, 76135 Karlsruhe, Deutschland",Behoben,2015-11-06T23:03:00+01:00,2015-11-18T15:57:00+01:00,MOBILE
xhin4p,Straßenbeleuchtung,"Harry Itte Weg, 76135 Karlsruhe, Deutschland",Behoben,2015-11-06T23:02:00+01:00,2015-11-10T15:53:00+01:00,MOBILE
mznvj2,Straßenbeleuchtung,"Harry Itte Weg, 76135 Karlsruhe, Deutschland",Behoben,2015-11-06T23:01:00+01:00,2015-11-10T15:54:00+01:00,MOBILE
ttlred,Straßenbeleuchtung,"Fröbelstraße 11, 76229 Karlsruhe, Deutschland",Behoben,2015-11-06T21:30:00+01:00,2015-11-09T15:50:00+01:00,MOBILE
shdnfc,Straßenbeleuchtung,"Fröbelstraße 11, 76229 Karlsruhe, Deutschland",Behoben,2015-11-06T21:23:00+01:00,2015-11-09T15:46:00+01:00,MOBILE
or3syq,Straßenbeleuchtung,"Manfred Hädinger Weg, 76185 Karlsruhe, Deutschland",Behoben,2015-11-06T19:22:00+01:00,2015-11-18T15:57:00+01:00,MOBILE
utmsfs,Straßenbeleuchtung,"Manfred Hädinger Weg, 76185 Karlsruhe, Deutschland",Behoben,2015-11-06T19:22:00+01:00,2015-11-18T15:57:00+01:00,MOBILE
pounam,Straßenbeleuchtung,"Manfred Hädinger Weg, 76185 Karlsruhe, Deutschland",Behoben,2015-11-06T19:20:00+01:00,2015-11-18T15:57:00+01:00,MOBILE
dv5wwv,Straßenbeleuchtung,"Manfred Hädinger Weg, 76185 Karlsruhe, Deutschland",Behoben,2015-11-06T19:19:00+01:00,2015-11-18T15:58:00+01:00,MOBILE
i2muqz,Straßenbeleuchtung,"Südendstraße 35, 76137 Karlsruhe, Deutschland",Behoben,2015-11-06T17:27:00+01:00,2015-11-09T15:47:00+01:00,MOBILE
9sqdpa,Verkehrsverstöße,"Belfortstraße 10, 76133 Karlsruhe, Deutschland",Behoben,2015-11-06T15:15:00+01:00,2015-11-06T15:44:00+01:00,MOBILE
rqpnyc,Verunreinigungen,"B36, 76185 Karlsruhe, Deutschland",Eingetroffen,2015-11-06T14:25:00+01:00,2015-11-06T14:25:00+01:00,MOBILE
kqzlpf,Verkehrsverstöße,"Rheinstraße 52, 76185 Karlsruhe, Deutschland",Behoben,2015-11-06T13:52:00+01:00,2015-11-06T15:22:00+01:00,MOBILE
mkrdol,Verkehrsverstöße,"Lameystraße 3, 76185 Karlsruhe, Deutschland",Behoben,2015-11-06T13:50:00+01:00,2015-11-06T15:24:00+01:00,MOBILE
iseqzt,Verkehrsverstöße,"Hardtstraße 19, 76185 Karlsruhe, Deutschland",Behoben,2015-11-06T13:47:00+01:00,2015-11-06T15:27:00+01:00,MOBILE
gbqfon,Verkehrsverstöße,"Rheinstraße 81, 76185 Karlsruhe, Deutschland",Behoben,2015-11-06T13:46:00+01:00,2015-11-06T15:32:00+01:00,MOBILE
div587,Gefahrenstellen,"Delawarestraße 21, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-11-06T13:34:00+01:00,2015-11-06T13:34:00+01:00,WEB
i1pifq,Verunreinigungen,"Bernhard-Lichtenberg-Straße 100, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-11-06T13:28:00+01:00,2015-11-06T13:28:00+01:00,WEB
lheh9k,Verunreinigungen,"Kleinoberfeld 1, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-11-06T13:26:00+01:00,2015-11-06T13:26:00+01:00,WEB
swl4iv,Verunreinigungen,"Graf-Galen-Straße 28, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-11-06T11:13:00+01:00,2015-11-06T11:13:00+01:00,WEB
dhv42o,KA-Feedback Nutzerumfrage,"Beiertheimer Allee 2, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-11-06T09:56:00+01:00,2015-11-06T09:56:00+01:00,MOBILE
k4qfpg,Gefahrenstellen,"Moltkestraße 30, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-11-06T09:49:00+01:00,2015-11-06T09:49:00+01:00,MOBILE
t4nfwi,Ampel für Kraftfahrzeuge,"Karlstraße 64, 76133 Karlsruhe, Deutschland",Abgeschlossen,2015-11-06T01:26:00+01:00,2015-11-06T09:52:00+01:00,MOBILE
8a1iv3,Straßenbeleuchtung,"Beiertheimer Allee 56, 76137 Karlsruhe, Deutschland",Behoben,2015-11-05T20:47:00+01:00,2015-11-09T15:48:00+01:00,MOBILE
pt8p5b,Straßenbeleuchtung,"Beiertheimer Allee 56, 76137 Karlsruhe, Deutschland",Behoben,2015-11-05T20:47:00+01:00,2015-11-09T15:48:00+01:00,MOBILE
ylfva8,Ampeln für Fußgänger oder Radfahrer,"Ottostraße 18a, 76227 Karlsruhe, Deutschland",Abgeschlossen,2015-11-05T19:38:00+01:00,2015-11-06T15:00:00+01:00,MOBILE
1w9n1n,Verkehrsverstöße,"Sophienstraße 109, 76135 Karlsruhe, Deutschland",Behoben,2015-11-05T17:53:00+01:00,2015-11-06T15:33:00+01:00,MOBILE
ztcfgj,Ampeln für Fußgänger oder Radfahrer,"Ottostraße 18a, 76227 Karlsruhe, Deutschland",Abgeschlossen,2015-11-05T15:22:00+01:00,2015-11-06T15:00:00+01:00,MOBILE
pklqpp,Verunreinigungen,"K9657, 76137 Karlsruhe, Deutschland",In Arbeit,2015-11-05T14:11:00+01:00,2015-11-06T08:37:00+01:00,MOBILE
oadmdz,Verunreinigungen,"Hertzstraße, Karlsruhe, Deutschland",Eingetroffen,2015-11-05T10:38:00+01:00,2015-11-05T10:38:00+01:00,WEB
sjlib7,Verunreinigungen,"Devrientstraße 12, 76185 Karlsruhe, Deutschland",Eingetroffen,2015-11-04T17:51:00+01:00,2015-11-04T17:51:00+01:00,MOBILE
qyxrzm,Straßenbeleuchtung,"Edith-Stein-Straße 34, 76189 Karlsruhe, Deutschland",Behoben,2015-11-04T17:38:00+01:00,2015-11-06T07:35:00+01:00,MOBILE
nrta5y,Gefahrenstellen,"Kaiserstraße 94, 76133 Karlsruhe, Deutschland",Eingetroffen,2015-11-04T17:20:00+01:00,2015-11-04T17:20:00+01:00,MOBILE
t7wnhn,KA-Feedback Nutzerumfrage,"Humboldtstraße 20, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-11-04T14:26:00+01:00,2015-11-04T14:26:00+01:00,MOBILE
npcreg,Straßenbeleuchtung,"Ahaweg 4, 76131 Karlsruhe, Deutschland",Behoben,2015-11-04T14:22:00+01:00,2015-11-06T11:56:00+01:00,MOBILE
m52bh3,Gefahrenstellen,"Richard-Willstätter-Allee 6, 76131 Karlsruhe, Deutschland",Behoben,2015-11-04T14:22:00+01:00,2015-12-15T08:41:00+01:00,WEB
uo5szw,Verunreinigungen,"Kanalweg 152, 76149 Karlsruhe, Deutschland",Eingetroffen,2015-11-04T14:07:00+01:00,2015-11-04T14:08:00+01:00,WEB
vkynfx,Verunreinigungen,"Kastellstraße 20, 76227 Karlsruhe, Deutschland",Eingetroffen,2015-11-04T13:54:00+01:00,2015-11-04T13:54:00+01:00,MOBILE
kfci7d,Verunreinigungen,"Haid-und-Neu-Straße 10, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-11-04T12:09:00+01:00,2015-11-04T12:09:00+01:00,MOBILE
ex5bph,Verkehrsverstöße,"Wolfartsweierer Str., Karlsruhe, Deutschland",Behoben,2015-11-04T10:40:00+01:00,2015-11-06T15:34:00+01:00,WEB
eny2jp,Straßenbeleuchtung,"Vogelsang 27, 76229 Karlsruhe, Deutschland",Behoben,2015-11-04T07:04:00+01:00,2015-11-05T06:50:00+01:00,WEB
xvicbr,Beschilderung,"E52, 76228 Karlsruhe, Deutschland",Abgeschlossen,2015-11-04T06:33:00+01:00,2015-11-06T15:36:00+01:00,MOBILE
vtdavq,Verkehrsverstöße,"Rheinhafenstraße 26, 76189 Karlsruhe, Deutschland",Behoben,2015-11-03T22:37:00+01:00,2015-11-06T15:37:00+01:00,MOBILE
6hczqs,Verkehrsverstöße,"Gebhardstraße 7-9, 76137 Karlsruhe, Deutschland",Behoben,2015-11-03T22:04:00+01:00,2015-11-06T15:38:00+01:00,MOBILE
z36f2h,Verunreinigungen,"Gebhardstraße 6, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-11-03T22:03:00+01:00,2015-11-03T22:03:00+01:00,MOBILE
kyjpek,Verunreinigungen,"Karl-Wilhelm-Straße 12, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-11-03T21:12:00+01:00,2015-11-03T21:12:00+01:00,WEB
gck15g,Straßenbeleuchtung,"Karl-Wolf-Weg, 76135 Karlsruhe, Deutschland",Behoben,2015-11-03T19:39:00+01:00,2015-11-17T16:55:00+01:00,MOBILE
imlnyz,Straßenbeleuchtung,"Schwarzwaldstraße 78, 76137 Karlsruhe, Deutschland",Behoben,2015-11-03T19:33:00+01:00,2015-11-06T11:02:00+01:00,MOBILE
iixiyu,Verunreinigungen,"Ettlinger Str., Karlsruhe, Deutschland",Eingetroffen,2015-11-03T19:05:00+01:00,2015-11-03T19:05:00+01:00,WEB
55zse6,Verkehrsverstöße,"Lachenweg 4, 76139 Karlsruhe, Deutschland",Behoben,2015-11-03T14:47:00+01:00,2015-11-06T15:40:00+01:00,MOBILE
7nq9uw,Beschilderung,"Wettersteinstraße 48, 76228 Karlsruhe, Deutschland",Behoben,2015-11-03T12:33:00+01:00,2015-11-06T07:46:00+01:00,WEB
wzd4qa,Verunreinigungen,"Joachim-Kurzaj-Weg 3A, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-11-03T10:44:00+01:00,2015-11-03T10:44:00+01:00,MOBILE
ty1f9k,Verunreinigungen,"Rastatter Str. 130, 76199 Karlsruhe, Deutschland",Abgeschlossen,2015-11-03T10:05:00+01:00,2015-11-06T15:40:00+01:00,WEB
hnv65a,Verunreinigungen,"Diakonissenstraße 7, 76199 Karlsruhe, Deutschland",Abgeschlossen,2015-11-03T10:03:00+01:00,2015-11-06T15:41:00+01:00,WEB
xwhwi3,Straßenbeleuchtung,,Behoben,2015-11-02T20:15:00+01:00,2015-11-03T06:27:00+01:00,WEB
mqynbt,Straßenbeleuchtung,,Abgeschlossen,2015-11-02T20:15:00+01:00,2015-11-03T06:28:00+01:00,WEB
ceyytu,Straßenbeleuchtung,"Schneewittchenweg 5, 76199 Karlsruhe, Deutschland",Behoben,2015-11-02T18:37:00+01:00,2015-11-09T15:54:00+01:00,MOBILE
wttzet,Straßenbeleuchtung,"Schneewittchenweg 5, 76199 Karlsruhe, Deutschland",Abgeschlossen,2015-11-02T18:37:00+01:00,2015-11-03T06:25:00+01:00,MOBILE
dakx59,Verkehrsverstöße,"Saarlandstraße 2B, 76187 Karlsruhe, Deutschland",Behoben,2015-11-02T14:07:00+01:00,2015-11-06T15:42:00+01:00,WEB
9v54ta,Beschilderung,"Moltkestraße 31, 76133 Karlsruhe, Deutschland",Behoben,2015-11-02T13:31:00+01:00,2015-11-25T10:20:00+01:00,WEB
o7hgdw,Verkehrsverstöße,"Belfortstraße 10, 76133 Karlsruhe, Deutschland",Behoben,2015-11-02T13:05:00+01:00,2015-11-06T15:43:00+01:00,MOBILE
zbng8b,KA-Feedback Nutzerumfrage,"Eisenlohrstraße 18, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-11-02T12:29:00+01:00,2015-11-02T12:29:00+01:00,MOBILE
s4n3uy,KA-Feedback Nutzerumfrage,"Eisenlohrstraße 20, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-11-02T12:27:00+01:00,2015-11-02T12:27:00+01:00,MOBILE
qpz3bv,Straßenbeleuchtung,"Jägerhausstraße 45, 76139 Karlsruhe, Deutschland",Behoben,2015-11-02T10:43:00+01:00,2015-11-09T15:44:00+01:00,WEB
jbxrmo,Verunreinigungen,"Joachim-Kurzaj-Weg 3A, 76189 Karlsruhe, Deutschland",Eingetroffen,2015-11-02T09:11:00+01:00,2015-11-02T09:11:00+01:00,MOBILE
8gc6sf,Straßenbeleuchtung,"Vogelsang 27, 76229 Karlsruhe, Deutschland",Behoben,2015-11-02T08:01:00+01:00,2015-11-04T06:43:00+01:00,WEB
ieqol1,Straßenbeleuchtung,"Edeltrud-Tunnel, 76137 Karlsruhe, Deutschland",Abgeschlossen,2015-11-02T06:56:00+01:00,2015-11-02T07:03:00+01:00,MOBILE
umd5jl,KA-Feedback Nutzerumfrage,"Winterstraße 2-4, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-11-01T19:32:00+01:00,2015-11-01T19:32:00+01:00,MOBILE
6itvtd,Verkehrsverstöße,"Winterstraße 3-5, 76137 Karlsruhe, Deutschland",Behoben,2015-11-01T19:31:00+01:00,2015-11-02T10:19:00+01:00,MOBILE
fumqhb,Verkehrsverstöße,"Winterstraße 3-5, 76137 Karlsruhe, Deutschland",Behoben,2015-11-01T19:30:00+01:00,2015-11-02T10:37:00+01:00,MOBILE
pjo1x1,Gefahrenstellen,"Rechts der Alb 28, 76199 Karlsruhe, Deutschland",Eingetroffen,2015-11-01T16:38:00+01:00,2015-11-01T16:38:00+01:00,MOBILE
9fhjlf,Verunreinigungen,"Unterreut 8, 76135 Karlsruhe, Deutschland",Behoben,2015-11-01T13:44:00+01:00,2015-11-02T10:20:00+01:00,MOBILE
7e8bdf,Verunreinigungen,"Akazienstraße, 76185 Karlsruhe, Deutschland",Behoben,2015-11-01T13:42:00+01:00,2015-11-02T10:21:00+01:00,MOBILE
ocicpo,Straßenbeleuchtung,"Maxau am Rhein 21, 76187 Karlsruhe, Deutschland",Abgeschlossen,2015-11-01T13:22:00+01:00,2015-11-04T13:01:00+01:00,WEB
ctsqm6,Verunreinigungen,"Herrenstraße 12, 76133 Karlsruhe, Deutschland",Behoben,2015-11-01T12:23:00+01:00,2015-11-02T10:22:00+01:00,WEB
tb0vqp,Beschilderung,"Fritz-Erler-Straße 3, 76133 Karlsruhe, Deutschland",Behoben,2015-11-01T12:16:00+01:00,2015-11-06T07:46:00+01:00,WEB
yw9ofv,Verunreinigungen,"Hermann-Müller-Würtz-Straße 68, 76189 Karlsruhe, Deutschland",Behoben,2015-11-01T12:13:00+01:00,2015-11-04T08:57:00+01:00,MOBILE
y21ybt,Verunreinigungen,"Körnerstraße 41, 76135 Karlsruhe, Deutschland",Eingetroffen,2015-10-31T16:00:00+01:00,2015-10-31T16:00:00+01:00,MOBILE
yqe1hv,Beschilderung,"Talstraße 48, 76228 Karlsruhe, Deutschland",Behoben,2015-10-31T15:25:00+01:00,2015-11-06T07:48:00+01:00,MOBILE
z6y6cu,Beschilderung,"Talstraße 46, 76228 Karlsruhe, Deutschland",Behoben,2015-10-31T15:21:00+01:00,2015-11-06T07:50:00+01:00,MOBILE
juffr4,Beschilderung,"Talstraße 46, 76228 Karlsruhe, Deutschland",Behoben,2015-10-31T15:21:00+01:00,2015-11-06T07:50:00+01:00,MOBILE
l3igby,Beschilderung,"Schloßpl. 12, 76131 Karlsruhe, Deutschland",Behoben,2015-10-30T21:36:00+01:00,2015-11-06T07:47:00+01:00,MOBILE
dnjx2a,Gefahrenstellen,"Nossener Str. 65, 12627 Berlin, Deutschland",Eingetroffen,2015-10-30T21:31:00+01:00,2015-10-30T21:31:00+01:00,MOBILE
b9q0id,Straßenbeleuchtung,"Paul-Ehrlich-Straße 9, 76133 Karlsruhe, Deutschland",Behoben,2015-10-30T19:15:00+01:00,2015-11-09T15:57:00+01:00,WEB
rn5gmy,Straßenbeleuchtung,"Ellmendinger Straße 41C, 76227 Karlsruhe, Deutschland",Behoben,2015-10-30T18:54:00+01:00,2015-11-09T15:56:00+01:00,MOBILE
afg8bc,Straßenbeleuchtung,"Ellmendinger Straße 41C, 76227 Karlsruhe, Deutschland",Abgeschlossen,2015-10-30T18:54:00+01:00,2015-11-02T06:30:00+01:00,MOBILE
37jp8r,Straßenbeleuchtung,"Eugen-Richter-Straße 11, 76187 Karlsruhe, Deutschland",Behoben,2015-10-30T18:44:00+01:00,2015-11-09T15:57:00+01:00,MOBILE
yik3mb,Verkehrsverstöße,"Luisenstraße 53, 76137 Karlsruhe, Deutschland",Behoben,2015-10-30T17:50:00+01:00,2015-11-02T10:25:00+01:00,MOBILE
enbaf7,Verunreinigungen,"Vorarlberger Str. 5, 76227 Karlsruhe, Deutschland",Eingetroffen,2015-10-30T17:11:00+01:00,2015-10-30T17:11:00+01:00,MOBILE
6libul,Beschilderung,"Franz-Lust-Straße 28, 76185 Karlsruhe, Deutschland",Abgeschlossen,2015-10-30T14:24:00+01:00,2015-11-02T10:35:00+01:00,WEB
uo9xi5,Straßenbeleuchtung,"Schwarzwaldstraße 78, 76137 Karlsruhe, Deutschland",Behoben,2015-10-30T12:56:00+01:00,2015-11-03T11:11:00+01:00,MOBILE
busm1k,Verunreinigungen,"Albtalbahnhof, 76137 Karlsruhe, Deutschland",Eingetroffen,2015-10-30T10:21:00+01:00,2015-10-30T10:21:00+01:00,WEB
uoxqi9,Verunreinigungen,"Kapellenstraße 58, 76131 Karlsruhe, Deutschland",Eingetroffen,2015-10-29T22:41:00+01:00,2015-10-29T22:41:00+01:00,MOBILE
