Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
smyzpe,Verkehrsverstöße,"Forschungszentrum 240, 76344 Eggenstein-Leopoldshafen",Abgeschlossen,2014-04-04T11:04:00+02:00,2014-04-04T11:04:00+02:00,MOBILE
vznigw,Straßenbeleuchtung,"Martin-Luther-Platz 4, 76229 Karlsruhe",Behoben,2014-04-04T09:34:00+02:00,2014-04-04T09:34:00+02:00,MOBILE
checw0,KA-Feedback Nutzerumfrage,"Akademiestraße 29, 76133 Karlsruhe",Eingetroffen,2014-04-04T09:29:00+02:00,2014-04-04T09:29:00+02:00,MOBILE
u2w6re,KA-Feedback Nutzerumfrage,"Karl-Friedrich-Straße 7, 76133 Karlsruhe",Eingetroffen,2014-04-04T08:16:00+02:00,2014-04-04T08:16:00+02:00,MOBILE
h9zudk,Verunreinigungen,"Goethestraße 19, 76135 Karlsruhe",Eingetroffen,2014-04-04T08:12:00+02:00,2014-04-04T08:12:00+02:00,MOBILE
okihuj,Gefahrenstellen,"Kriegsstraße 100, 76135 Karlsruhe",Abgeschlossen,2014-04-04T07:44:00+02:00,2014-04-04T07:44:00+02:00,MOBILE
w7wslc,KA-Feedback Nutzerumfrage,"Mondstraße 3, 76135 Karlsruhe",Eingetroffen,2014-04-04T02:12:00+02:00,2014-04-04T02:12:00+02:00,MOBILE
cuefto,Verkehrsverstöße,"Kaiserallee 25B, 76133 Karlsruhe",Behoben,2014-04-04T02:10:00+02:00,2014-04-04T02:10:00+02:00,MOBILE
jdnx4y,Beschilderung,"Stephanienstraße 100, 76133 Karlsruhe",Abgeschlossen,2014-04-04T02:08:00+02:00,2014-04-04T02:08:00+02:00,MOBILE
731tzg,Beschilderung,"Stephanienstraße 100, 76133 Karlsruhe",Abgeschlossen,2014-04-04T02:08:00+02:00,2014-04-04T02:08:00+02:00,MOBILE
7mrybs,Beschilderung,"Stuttgarter Straße 27, 76137 Karlsruhe",Behoben,2014-04-03T16:11:00+02:00,2014-04-03T16:11:00+02:00,MOBILE
3scxqf,Ampeln für Fußgänger oder Radfahrer,"Stuttgarter Straße 27, 76137 Karlsruhe",Behoben,2014-04-03T16:08:00+02:00,2014-04-03T16:08:00+02:00,MOBILE
vzo682,Ampeln für Fußgänger oder Radfahrer,"Ettlinger Allee, 76137 Karlsruhe",Behoben,2014-04-03T16:01:00+02:00,2014-04-03T16:01:00+02:00,MOBILE
qqzyuk,KA-Feedback Nutzerumfrage,"Ostendstraße 12, 76131 Karlsruhe",Eingetroffen,2014-04-03T13:55:00+02:00,2014-04-03T13:55:00+02:00,MOBILE
29eswe,Ampel für Kraftfahrzeuge,"Ettlinger Straße 105, 76137 Karlsruhe",Abgeschlossen,2014-04-03T07:28:00+02:00,2014-04-10T11:06:00+02:00,MOBILE
gnvzpy,KA-Feedback Nutzerumfrage,"Schützenstraße 2, 76137 Karlsruhe",Eingetroffen,2014-04-03T00:48:00+02:00,2014-04-03T00:48:00+02:00,MOBILE
sc8jer,Verunreinigungen,"Rudolf-Breitscheid-Straße 4A, 76189 Karlsruhe",Abgeschlossen,2014-04-02T23:26:00+02:00,2014-05-18T23:24:00+02:00,MOBILE
gvjlpc,KA-Feedback Nutzerumfrage,"Geroldstraße 3, 76139 Karlsruhe",Eingetroffen,2014-04-02T21:03:00+02:00,2014-04-02T21:03:00+02:00,MOBILE
tnu196,Verkehrsverstöße,"Rüppurrer Straße 40, 76137 Karlsruhe",Behoben,2014-04-02T18:38:00+02:00,2014-04-02T18:38:00+02:00,MOBILE
2mi4ii,Verunreinigungen,"Blücherstraße 21, 76185 Karlsruhe",Eingetroffen,2014-04-02T15:38:00+02:00,2014-04-02T15:38:00+02:00,MOBILE
m1d7wd,Beschilderung,"Helmholtzstraße 9, 76133 Karlsruhe",Behoben,2014-04-02T10:03:00+02:00,2014-04-02T10:03:00+02:00,MOBILE
x3egdr,Verkehrsverstöße,"Sophienstraße 118, 76135 Karlsruhe",Behoben,2014-04-02T07:21:00+02:00,2014-04-02T07:21:00+02:00,MOBILE
k31v0h,Verunreinigungen,"Bettina-von-Arnim-Weg 2, 76135 Karlsruhe",Eingetroffen,2014-04-02T07:16:00+02:00,2014-04-02T07:16:00+02:00,MOBILE
aglnov,Verkehrsverstöße,"Lachnerstraße 19, 76131 Karlsruhe",Behoben,2014-04-01T15:04:00+02:00,2014-04-01T15:04:00+02:00,MOBILE
02daru,Gefahrenstellen,"An der Bahn 2, 76139 Karlsruhe",Eingetroffen,2014-04-01T10:24:00+02:00,2014-04-02T15:35:00+02:00,MOBILE
scan3h,Verunreinigungen,"Pulverhausstraße, 76135 Karlsruhe",Behoben,2014-04-01T09:08:00+02:00,2014-04-01T09:08:00+02:00,MOBILE
vl7py8,Verkehrsverstöße,"Rhode-Island-Allee 41, 76149 Karlsruhe",Behoben,2014-04-01T06:03:00+02:00,2014-04-01T06:03:00+02:00,MOBILE
simb1w,Straßenbeleuchtung,"Weiherfeldstraße, 76137 Karlsruhe",Behoben,2014-03-31T22:12:00+02:00,2014-03-31T22:12:00+02:00,MOBILE
tr3iry,Gefahrenstellen,"Klara-Siebert-Straße 5, 76137 Karlsruhe",Eingetroffen,2014-03-31T19:28:00+02:00,2014-04-14T19:26:00+02:00,MOBILE
ch7hr9,Verunreinigungen,"Bernhard-Lichtenberg-Straße 14, 76189 Karlsruhe",Behoben,2014-03-31T19:18:00+02:00,2014-03-31T19:18:00+02:00,MOBILE
uow1om,Gefahrenstellen,"Klara-Siebert-Straße 2, 76137 Karlsruhe",Eingetroffen,2014-03-31T18:48:00+02:00,2014-03-31T18:48:00+02:00,MOBILE
jiu3dp,Verunreinigungen,"Marie-Juchacz-Straße, 76137 Karlsruhe",Eingetroffen,2014-03-31T16:26:00+02:00,2014-03-31T16:26:00+02:00,MOBILE
ucompc,KA-Feedback Nutzerumfrage,"Fiduciastraße 6, 76227 Karlsruhe",Eingetroffen,2014-03-31T15:58:00+02:00,2014-03-31T15:58:00+02:00,MOBILE
lqhq0x,Beschilderung,"Fritz-Erler-Straße 6, 76133 Karlsruhe",Behoben,2014-03-31T11:45:00+02:00,2014-03-31T11:45:00+02:00,MOBILE
igczyf,Verunreinigungen,"Sophienstraße 77, 76133 Karlsruhe",Behoben,2014-03-31T11:11:00+02:00,2014-03-31T11:11:00+02:00,MOBILE
nes27x,Verunreinigungen,"Tennesseeallee 145, 76149 Karlsruhe",Eingetroffen,2014-03-31T11:04:00+02:00,2014-03-31T11:04:00+02:00,MOBILE
zshwmm,Ampeln für Fußgänger oder Radfahrer,"Badener Straße 33 A, 76227 Karlsruhe",Abgeschlossen,2014-03-31T09:10:00+02:00,2014-04-02T19:51:00+02:00,MOBILE
dtcdyt,Verkehrsverstöße,"Kriegsstraße 276, 76135 Karlsruhe",Behoben,2014-03-30T14:17:00+02:00,2014-03-30T14:17:00+02:00,MOBILE
sdc1eq,Beschilderung,"Kriegsstraße 278, 76135 Karlsruhe",Behoben,2014-03-30T14:15:00+02:00,2014-03-30T14:15:00+02:00,MOBILE
wxgo1c,Beschilderung,"Kriegsstraße 294, 76135 Karlsruhe",Abgeschlossen,2014-03-30T14:11:00+02:00,2014-03-30T14:11:00+02:00,MOBILE
d47uil,Verkehrsverstöße,"Wilhelm-Baur-Straße 2, 76135 Karlsruhe",Eingetroffen,2014-03-30T14:11:00+02:00,2014-03-30T14:11:00+02:00,MOBILE
povbfs,KA-Feedback Nutzerumfrage,"Alemannenstraße 4, 76137 Karlsruhe",Eingetroffen,2014-03-30T14:04:00+02:00,2014-03-30T14:04:00+02:00,MOBILE
xunyez,Ampeln für Fußgänger oder Radfahrer,"Durlacher Weg, 76185 Karlsruhe",Abgeschlossen,2014-03-30T10:32:00+02:00,2014-03-30T10:32:00+02:00,MOBILE
q1qurw,Straßenbeleuchtung,"August-Dürr-Straße 9, 76133 Karlsruhe",Behoben,2014-03-28T22:34:00+01:00,2014-03-28T22:34:00+01:00,MOBILE
q2opej,Verkehrsverstöße,"Sophienstraße 83a, 76135 Karlsruhe",Behoben,2014-03-28T19:31:00+01:00,2014-03-28T19:31:00+01:00,MOBILE
urskmm,Verkehrsverstöße,"Moningerstraße 25-27, 76135 Karlsruhe",Behoben,2014-03-28T19:29:00+01:00,2014-03-28T19:29:00+01:00,MOBILE
aeqz4j,Verunreinigungen,"Ostendstraße 19, 76131 Karlsruhe",Behoben,2014-03-28T19:28:00+01:00,2014-03-28T19:28:00+01:00,MOBILE
ny2dd5,Verunreinigungen,"Moningerstraße 10a, 76135 Karlsruhe",Behoben,2014-03-28T19:27:00+01:00,2014-04-02T18:56:00+02:00,MOBILE
jrpyim,Gefahrenstellen,"Klara-Siebert-Straße 2, 76137 Karlsruhe",Eingetroffen,2014-03-28T15:53:00+01:00,2014-04-14T19:28:00+02:00,MOBILE
hy5zgy,Straßenbeleuchtung,"Herrenstraße 20, 76133 Karlsruhe",Behoben,2014-03-28T12:46:00+01:00,2014-03-28T12:46:00+01:00,MOBILE
ywrkcx,Straßenbeleuchtung,"Kaiserstraße 74, 76133 Karlsruhe",Behoben,2014-03-28T12:32:00+01:00,2014-03-28T12:32:00+01:00,MOBILE
ndfmhc,Straßenbeleuchtung,"Ritterstraße 9, 76137 Karlsruhe",Behoben,2014-03-28T12:19:00+01:00,2014-03-28T12:19:00+01:00,MOBILE
b2pyhf,Straßenbeleuchtung,"Ritterstraße 10, 76133 Karlsruhe",Behoben,2014-03-28T12:15:00+01:00,2014-03-28T12:15:00+01:00,MOBILE
4t9dic,KA-Feedback Nutzerumfrage,"Edeltrud-Tunnel, 76135 Karlsruhe",Eingetroffen,2014-03-28T07:37:00+01:00,2014-03-28T07:37:00+01:00,MOBILE
1sydtw,Gefahrenstellen,"An der Bahn 2, 76139 Karlsruhe",Eingetroffen,2014-03-28T07:36:00+01:00,2014-03-28T07:36:00+01:00,MOBILE
jdfdmh,Gefahrenstellen,"An der Bahn 2, 76139 Karlsruhe",Eingetroffen,2014-03-28T07:36:00+01:00,2014-03-28T07:36:00+01:00,MOBILE
wuy9u9,Gefahrenstellen,"Klara-Siebert-Straße 2, 76137 Karlsruhe",Eingetroffen,2014-03-27T18:38:00+01:00,2014-04-14T19:27:00+02:00,MOBILE
fzo7qr,Beschilderung,"Schützenstraße 16, 76137 Karlsruhe",Abgeschlossen,2014-03-27T18:28:00+01:00,2014-03-27T18:28:00+01:00,MOBILE
vgr3kb,Beschilderung,"Schützenstraße 3, 76137 Karlsruhe",Behoben,2014-03-27T18:14:00+01:00,2014-03-27T18:14:00+01:00,MOBILE
kbmzmv,Beschilderung,"Schützenstraße 3, 76137 Karlsruhe",Abgeschlossen,2014-03-27T18:14:00+01:00,2014-03-27T18:14:00+01:00,MOBILE
3g15bu,Beschilderung,"Hermann-Veit-Straße 6, 76135 Karlsruhe",Behoben,2014-03-27T16:49:00+01:00,2014-03-27T16:49:00+01:00,MOBILE
qi3p6m,Gefahrenstellen,"Donauschwabenstraße 3, 76149 Karlsruhe",Eingetroffen,2014-03-27T16:32:00+01:00,2014-03-27T16:32:00+01:00,MOBILE
y77san,Gefahrenstellen,"Adlerstraße 29, 76133 Karlsruhe",Eingetroffen,2014-03-27T15:27:00+01:00,2014-03-27T15:27:00+01:00,MOBILE
sqfair,Beschilderung,"Leopoldstraße 10-12, 76133 Karlsruhe",Behoben,2014-03-27T13:26:00+01:00,2014-03-27T13:26:00+01:00,MOBILE
dfqswo,Beschilderung,"Kanalweg 52, 76149 Karlsruhe",Behoben,2014-03-27T11:20:00+01:00,2014-03-27T11:20:00+01:00,MOBILE
try0lr,Verkehrsverstöße,"Klosestraße 22, 76137 Karlsruhe",Behoben,2014-03-27T07:48:00+01:00,2014-03-27T07:48:00+01:00,MOBILE
zbvahb,Verunreinigungen,"Langenbruchweg 11, 76137 Karlsruhe",Behoben,2014-03-27T06:20:00+01:00,2014-03-27T06:20:00+01:00,MOBILE
az0gso,Straßenbeleuchtung,"Graf-Rhena-Straße 21-23, 76137 Karlsruhe",Behoben,2014-03-26T23:05:00+01:00,2014-03-26T23:05:00+01:00,MOBILE
byo5ks,Beschilderung,"Klammweg 74, 76149 Karlsruhe",Behoben,2014-03-26T22:27:00+01:00,2014-03-26T22:27:00+01:00,MOBILE
k1s6hh,Straßenbeleuchtung,"Morgenstraße 34, 76137 Karlsruhe",Behoben,2014-03-26T20:34:00+01:00,2014-03-26T20:34:00+01:00,MOBILE
wyoc9r,Beschilderung,"Rintheimer Straße 47, 76131 Karlsruhe",Behoben,2014-03-26T19:43:00+01:00,2014-03-26T19:43:00+01:00,MOBILE
yj5gjq,Beschilderung,"Sophienstraße 76, 76135 Karlsruhe",Behoben,2014-03-26T19:28:00+01:00,2014-03-26T19:28:00+01:00,MOBILE
v6yxra,Straßenbeleuchtung,"Goethestraße 19, 76135 Karlsruhe",Behoben,2014-03-26T14:43:00+01:00,2014-03-26T14:43:00+01:00,MOBILE
tjz1sb,Verunreinigungen,"Essenweinstraße 5, 76131 Karlsruhe",Behoben,2014-03-26T13:10:00+01:00,2014-03-26T13:10:00+01:00,MOBILE
i72a2f,Beschilderung,"B10, 76227 Karlsruhe",Behoben,2014-03-26T10:52:00+01:00,2014-03-26T10:52:00+01:00,MOBILE
tawx9h,Ampeln für Fußgänger oder Radfahrer,"Mathystraße 22, 76133 Karlsruhe",Abgeschlossen,2014-03-26T09:09:00+01:00,2015-02-03T16:34:00+01:00,MOBILE
zadgxu,Verunreinigungen,"Sophienstraße 85, 76135 Karlsruhe",Behoben,2014-03-26T09:07:00+01:00,2014-03-26T09:07:00+01:00,MOBILE
grhhtm,Verkehrsverstöße,"Karlstraße 76, 76137 Karlsruhe",Behoben,2014-03-26T08:54:00+01:00,2014-03-26T08:54:00+01:00,MOBILE
lw5whb,Straßenbeleuchtung,"Zeppelinstraße 23, 76185 Karlsruhe",Abgeschlossen,2014-03-26T08:45:00+01:00,2014-03-26T08:45:00+01:00,MOBILE
1apejz,KA-Feedback Nutzerumfrage,"Hauptbahnstraße 1, 76227 Karlsruhe",Eingetroffen,2014-03-26T07:38:00+01:00,2014-03-26T07:38:00+01:00,MOBILE
ptj2zj,Beschilderung,"Degenfeldstraße 3-7, 76131 Karlsruhe",Behoben,2014-03-26T02:16:00+01:00,2014-03-26T02:16:00+01:00,MOBILE
z5ksyp,Ampel für Kraftfahrzeuge,"Lameystraße 1, 76185 Karlsruhe",Abgeschlossen,2014-03-26T00:48:00+01:00,2014-03-26T00:48:00+01:00,MOBILE
txuh7l,Straßenbeleuchtung,"Allee 109 Durlacher, 76137 Karlsruhe",Behoben,2014-03-25T21:04:00+01:00,2014-03-25T21:04:00+01:00,MOBILE
rlxnp1,Straßenbeleuchtung,"Allee 109 Durlacher, 76137 Karlsruhe",Behoben,2014-03-25T21:04:00+01:00,2014-03-25T21:04:00+01:00,MOBILE
cbfu9s,KA-Feedback Nutzerumfrage,"Kirchhofstraße 12-14, 76149 Karlsruhe",Eingetroffen,2014-03-25T18:51:00+01:00,2014-03-25T18:51:00+01:00,MOBILE
jzi5bx,Verkehrsverstöße,"Kirchfeldstraße 19, 76149 Karlsruhe",Behoben,2014-03-25T18:48:00+01:00,2014-03-25T18:48:00+01:00,MOBILE
knvink,Gefahrenstellen,"Ludwig-Marum-Straße 21, 76185 Karlsruhe",Eingetroffen,2014-03-25T18:18:00+01:00,2014-04-07T14:26:00+02:00,MOBILE
j8imtr,Ampel für Kraftfahrzeuge,"Philipp-Reis-Straße 1, 76137 Karlsruhe",Behoben,2014-03-25T17:28:00+01:00,2014-03-25T17:28:00+01:00,MOBILE
afycej,KA-Feedback Nutzerumfrage,"Philipp-Reis-Straße 1, 76137 Karlsruhe",Eingetroffen,2014-03-25T17:11:00+01:00,2014-03-25T17:11:00+01:00,MOBILE
s150ah,KA-Feedback Nutzerumfrage,"Philipp-Reis-Straße 1, 76137 Karlsruhe",Eingetroffen,2014-03-25T17:11:00+01:00,2014-03-25T17:11:00+01:00,MOBILE
grkczm,Verkehrsverstöße,"Rintheimer Straße 51, 76131 Karlsruhe",Behoben,2014-03-25T16:41:00+01:00,2014-03-25T16:41:00+01:00,MOBILE
m29s5z,Gefahrenstellen,"Adenauerring, 76131 Karlsruhe",Eingetroffen,2014-03-25T14:16:00+01:00,2014-03-25T14:16:00+01:00,MOBILE
4d3ifh,Verunreinigungen,"Karl-Wilhelm-Platz 1, 76131 Karlsruhe",Behoben,2014-03-25T09:16:00+01:00,2014-03-25T09:16:00+01:00,MOBILE
eeyjro,Verkehrsverstöße,"Rahel-Straus-Straße, 76137 Karlsruhe",Abgeschlossen,2014-03-25T07:51:00+01:00,2014-03-25T07:51:00+01:00,MOBILE
wevflr,Verunreinigungen,"Wolfweg 14, 76227 Karlsruhe",Eingetroffen,2014-03-24T21:05:00+01:00,2014-03-24T21:05:00+01:00,MOBILE
fxptbm,Verunreinigungen,"Rheinhafenstraße, 76185 Karlsruhe",Behoben,2014-03-24T17:07:00+01:00,2014-03-24T17:07:00+01:00,MOBILE
neq5g6,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe",Eingetroffen,2014-03-24T14:36:00+01:00,2014-03-24T14:36:00+01:00,MOBILE
wrqzd5,Gefahrenstellen,"Elsa-Brändström-Straße 3, 76228 Karlsruhe",Eingetroffen,2014-03-24T13:11:00+01:00,2014-03-24T13:11:00+01:00,MOBILE
wmp4jb,Verkehrsverstöße,"Gottesauer Straße 5, 76131 Karlsruhe",Behoben,2014-03-24T12:23:00+01:00,2014-03-24T12:23:00+01:00,MOBILE
ayld7a,Verunreinigungen,"Elfmorgenbruchstraße, 76139 Karlsruhe",Behoben,2014-03-24T11:38:00+01:00,2014-03-24T11:38:00+01:00,MOBILE
j506nq,Verkehrsverstöße,"Karl-Martin-Graff-Straße 23, 76229 Karlsruhe",Behoben,2014-03-24T11:00:00+01:00,2014-03-24T11:00:00+01:00,MOBILE
trtnpr,Verunreinigungen,"Greschbachstraße 11, 76229 Karlsruhe",Behoben,2014-03-24T08:31:00+01:00,2014-03-24T08:31:00+01:00,MOBILE
onik9a,Verunreinigungen,"Schützenstraße 57-59, 76137 Karlsruhe",Behoben,2014-03-23T21:21:00+01:00,2014-03-23T21:21:00+01:00,MOBILE
tg90ko,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe",Behoben,2014-03-23T18:00:00+01:00,2014-12-22T11:48:00+01:00,MOBILE
oi3css,Verunreinigungen,"L605, 76135 Karlsruhe",Behoben,2014-03-23T16:30:00+01:00,2014-03-23T16:30:00+01:00,MOBILE
1tx07l,Beschilderung,"Glogauer Straße, 76139 Karlsruhe",In Arbeit,2014-03-23T11:32:00+01:00,2014-03-23T11:32:00+01:00,MOBILE
fxczvq,Beschilderung,"Kastanienallee 87, 76189 Karlsruhe",Abgeschlossen,2014-03-23T10:13:00+01:00,2014-03-23T10:13:00+01:00,MOBILE
lgif7w,Verkehrsverstöße,"Kastanienallee 87, 76189 Karlsruhe",Abgeschlossen,2014-03-23T10:11:00+01:00,2014-03-23T10:11:00+01:00,MOBILE
xmmkzo,Gefahrenstellen,"Kastanienallee 87, 76189 Karlsruhe",Abgeschlossen,2014-03-23T10:11:00+01:00,2014-03-23T10:11:00+01:00,MOBILE
90375l,KA-Feedback Nutzerumfrage,"Brieger Straße 3, 76139 Karlsruhe",Eingetroffen,2014-03-22T11:14:00+01:00,2014-03-22T11:14:00+01:00,MOBILE
npqcqy,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe",Behoben,2014-03-22T07:36:00+01:00,2014-12-22T11:48:00+01:00,MOBILE
mq47eq,Verkehrsverstöße,"Rheinstraße 58, 76185 Karlsruhe",Behoben,2014-03-21T21:11:00+01:00,2014-03-21T21:11:00+01:00,MOBILE
ntcveh,Verkehrsverstöße,"Morgenstraße 31, 76137 Karlsruhe",Behoben,2014-03-21T20:38:00+01:00,2014-03-21T20:38:00+01:00,MOBILE
1gsphq,Verunreinigungen,"Weiherstraße 11, 76227 Karlsruhe",Behoben,2014-03-21T16:35:00+01:00,2014-03-21T16:35:00+01:00,MOBILE
9w3bgx,KA-Feedback Nutzerumfrage,"Philipp-Reis-Straße 1, 76137 Karlsruhe",Eingetroffen,2014-03-21T13:06:00+01:00,2014-03-21T13:06:00+01:00,MOBILE
kiw57d,Verunreinigungen,"Kentuckyallee 98, 76149 Karlsruhe",Behoben,2014-03-21T12:45:00+01:00,2014-03-21T12:45:00+01:00,MOBILE
ortnwc,Verunreinigungen,,Behoben,2014-03-21T12:07:00+01:00,2014-03-21T12:07:00+01:00,MOBILE
pfh11n,Verunreinigungen,"Schifferstraße 12, 76189 Karlsruhe",Behoben,2014-03-21T12:06:00+01:00,2014-03-21T12:06:00+01:00,MOBILE
vvy1z5,Verunreinigungen,"Sophienstraße 83A, 76135 Karlsruhe",Behoben,2014-03-21T11:00:00+01:00,2014-03-21T11:00:00+01:00,MOBILE
ib8kyh,Gefahrenstellen,"Ahaweg 4, 76131 Karlsruhe",Eingetroffen,2014-03-20T23:51:00+01:00,2014-03-20T23:51:00+01:00,MOBILE
ssqqhm,Verkehrsverstöße,"Fautenbruchstraße 13, 76137 Karlsruhe",Abgeschlossen,2014-03-20T16:34:00+01:00,2014-03-20T16:34:00+01:00,MOBILE
udf11j,KA-Feedback Nutzerumfrage,"Werderstraße 81, 76137 Karlsruhe",Eingetroffen,2014-03-20T13:04:00+01:00,2014-03-20T13:04:00+01:00,MOBILE
vc8nb9,Verunreinigungen,"Werderstraße 77, 76137 Karlsruhe",Eingetroffen,2014-03-20T13:01:00+01:00,2014-03-20T13:01:00+01:00,MOBILE
z7cwf9,Ampeln für Fußgänger oder Radfahrer,"Poststraße 8, 76137 Karlsruhe",Behoben,2014-03-20T10:05:00+01:00,2014-03-20T10:05:00+01:00,MOBILE
syy0g9,Verunreinigungen,"Rheinbrückenstraße 50, 76187 Karlsruhe",Behoben,2014-03-20T07:22:00+01:00,2014-03-20T07:22:00+01:00,MOBILE
k4delj,Verunreinigungen,"Marie-Juchacz-Straße, 76137 Karlsruhe",Behoben,2014-03-19T19:47:00+01:00,2014-12-22T11:49:00+01:00,MOBILE
2mi2zf,Verunreinigungen,"Karlsburgstraße 12-13, 76227 Karlsruhe",Behoben,2014-03-19T18:20:00+01:00,2014-12-22T11:49:00+01:00,MOBILE
rrjzbc,Verkehrsverstöße,"Wehlauer Straße 35, 76139 Karlsruhe",Behoben,2014-03-19T16:39:00+01:00,2014-03-19T16:39:00+01:00,MOBILE
rmvfjj,Beschilderung,"Ettlinger Straße 105, 76137 Karlsruhe",Behoben,2014-03-19T16:23:00+01:00,2014-03-19T16:23:00+01:00,MOBILE
kjh8ll,KA-Feedback Nutzerumfrage,"Forschungszentrum 687, 76344 Eggenstein-Leopoldshafen",Eingetroffen,2014-03-19T13:50:00+01:00,2014-03-19T13:50:00+01:00,MOBILE
md6lvl,KA-Feedback Nutzerumfrage,"Kreuzelbergstraße 45, 76189 Karlsruhe",Eingetroffen,2014-03-19T12:09:00+01:00,2014-03-19T12:09:00+01:00,MOBILE
ye5rnm,Gefahrenstellen,"St.-Georg-Straße, 76135 Karlsruhe",Eingetroffen,2014-03-19T11:04:00+01:00,2014-03-19T11:04:00+01:00,MOBILE
3rvyun,Straßenbeleuchtung,"Weingartener Straße 65, 76229 Karlsruhe",Behoben,2014-03-19T09:44:00+01:00,2014-03-19T09:44:00+01:00,MOBILE
rlm1ur,Verunreinigungen,"Ostendstraße 17, 76131 Karlsruhe",Behoben,2014-03-18T23:55:00+01:00,2014-03-18T23:55:00+01:00,MOBILE
luudyf,Straßenbeleuchtung,"Wilhelm-Leuschner-Straße 9, 76189 Karlsruhe",Behoben,2014-03-18T22:28:00+01:00,2014-03-18T22:28:00+01:00,MOBILE
opgyh5,Verkehrsverstöße,"Waldenserstraße 69, 76228 Karlsruhe",Behoben,2014-03-18T16:02:00+01:00,2014-03-18T16:02:00+01:00,MOBILE
c2i0tt,Ampel für Kraftfahrzeuge,"Pulverhausstraße, 76135 Karlsruhe",Abgeschlossen,2014-03-18T11:47:00+01:00,2014-03-18T11:47:00+01:00,MOBILE
ao27m7,Ampel für Kraftfahrzeuge,"Moltkestraße 79 A, 76133 Karlsruhe",Abgeschlossen,2014-03-18T10:29:00+01:00,2014-03-18T10:29:00+01:00,MOBILE
zmxpt4,Verunreinigungen,"K9652, 76227 Karlsruhe",Behoben,2014-03-18T08:33:00+01:00,2014-03-18T08:33:00+01:00,MOBILE
p6cwx0,Verkehrsverstöße,"Steinhäuserstraße 22, 76135 Karlsruhe",Behoben,2014-03-18T08:30:00+01:00,2014-03-18T08:30:00+01:00,MOBILE
ckmfi0,Verunreinigungen,"Breite Straße 135B, 76135 Karlsruhe",Behoben,2014-03-17T20:17:00+01:00,2014-12-22T11:50:00+01:00,MOBILE
nxa0qz,Beschilderung,"Ludwig-Erhard-Allee 20, 76131 Karlsruhe",Behoben,2014-03-17T17:13:00+01:00,2014-03-17T17:13:00+01:00,MOBILE
5kivzc,Gefahrenstellen,"Wolfartsweierer Straße 11, 76137 Karlsruhe",Abgeschlossen,2014-03-17T14:43:00+01:00,2014-03-17T14:43:00+01:00,MOBILE
6ifwwv,Verunreinigungen,"Kaiserallee 17, 76133 Karlsruhe",Behoben,2014-03-17T08:42:00+01:00,2014-03-17T08:42:00+01:00,MOBILE
bkzrak,KA-Feedback Nutzerumfrage,"Daxlander Straße 54, 76185 Karlsruhe",Eingetroffen,2014-03-16T19:50:00+01:00,2014-03-16T19:50:00+01:00,MOBILE
zyqvne,KA-Feedback Nutzerumfrage,"Daxlander Straße 52, 76185 Karlsruhe",Eingetroffen,2014-03-16T19:49:00+01:00,2014-03-16T19:49:00+01:00,MOBILE
hphou3,Gefahrenstellen,"An der Bahn, 76139 Karlsruhe",Eingetroffen,2014-03-16T18:53:00+01:00,2014-03-16T18:53:00+01:00,MOBILE
t1f6li,Gefahrenstellen,"Lassallestraße 11, 76187 Karlsruhe",Behoben,2014-03-16T18:08:00+01:00,2014-03-16T18:08:00+01:00,MOBILE
ahgekp,Verkehrsverstöße,"Lassallestraße 13, 76187 Karlsruhe",Behoben,2014-03-16T18:04:00+01:00,2014-03-16T18:04:00+01:00,MOBILE
r8x7d7,KA-Feedback Nutzerumfrage,"Am Sandberg 31, 76187 Karlsruhe",Eingetroffen,2014-03-16T15:29:00+01:00,2014-03-16T15:29:00+01:00,MOBILE
g4dp0w,Verunreinigungen,"Marie-Juchacz-Straße, 76137 Karlsruhe",Behoben,2014-03-16T14:58:00+01:00,2014-03-16T14:58:00+01:00,MOBILE
ebon8m,Verunreinigungen,"Marie-Juchacz-Straße, 76137 Karlsruhe",Behoben,2014-03-16T14:58:00+01:00,2014-03-16T14:58:00+01:00,MOBILE
2bt5vy,Verkehrsverstöße,"Sophienstraße 119-123, 76135 Karlsruhe",Behoben,2014-03-16T14:34:00+01:00,2014-03-16T14:34:00+01:00,MOBILE
kc0tnj,Verunreinigungen,"K9657, 76185 Karlsruhe",Behoben,2014-03-16T11:48:00+01:00,2014-03-16T11:48:00+01:00,MOBILE
rjwkqh,KA-Feedback Nutzerumfrage,"Kastellstraße 23, 76227 Karlsruhe",Eingetroffen,2014-03-16T11:44:00+01:00,2014-03-16T11:44:00+01:00,MOBILE
s7spdp,Verkehrsverstöße,"Marie-Juchacz-Straße, 76137 Karlsruhe",Behoben,2014-03-16T11:09:00+01:00,2014-03-16T11:09:00+01:00,MOBILE
mtmtue,Straßenbeleuchtung,"Im Mehl 2, 76229 Karlsruhe",Behoben,2014-03-16T00:02:00+01:00,2014-03-16T00:02:00+01:00,MOBILE
