Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
sy9uz5,Beschilderung,"Hohenzollernstraße 33, 76135 Karlsruhe, Deutschland",Behoben,2016-06-01T10:01:00+02:00,2016-06-14T09:10:00+02:00,WEB
gajzpy,Beschilderung,"Hirschstraße 160, 76137 Karlsruhe, Deutschland",Behoben,2016-06-01T09:11:00+02:00,2016-06-14T09:06:00+02:00,CALL_115
x4b4x3,Verunreinigungen,"Weinbrennerstraße 84, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-06-01T08:15:00+02:00,2016-06-14T08:04:00+02:00,CALL_115
pl9opg,Straßenbeleuchtung,"Kaiserallee 61, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-06-01T00:03:00+02:00,2016-06-02T11:57:00+02:00,MOBILE
ktyjae,Ampeln für Fußgänger oder Radfahrer,"Karlstraße 64, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-05-31T20:09:00+02:00,2016-06-06T13:59:00+02:00,MOBILE
xwzwq1,Gefahrenstellen,"Rittnertstraße 72, 76227 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T18:20:00+02:00,2016-05-31T18:20:00+02:00,WEB
rsqufd,Beschilderung,"Sternstraße 3, 76185 Karlsruhe, Deutschland",Behoben,2016-05-31T15:23:00+02:00,2016-06-28T12:25:00+02:00,WEB
jjfry4,Ampel für Kraftfahrzeuge,"Auer Str. 50A, 76227 Karlsruhe, Deutschland",Behoben,2016-05-31T14:20:00+02:00,2016-06-01T09:31:00+02:00,MOBILE
3ryalq,Gefahrenstellen,"Mainstraße, 76199 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T14:01:00+02:00,2016-05-31T14:03:00+02:00,CALL_115
ajf6z2,Straßenbeleuchtung,"Bienleinstorstraße 27, 76227 Karlsruhe, Deutschland",Behoben,2016-05-31T11:52:00+02:00,2016-06-02T11:57:00+02:00,CALL_115
3mlnk3,Gefahrenstellen,"Herrenalber Str., 76199 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T11:13:00+02:00,2016-05-31T11:17:00+02:00,CALL_115
ewvbsu,Verkehrsverstöße,"Rüppurrer Str. 60, 76137 Karlsruhe, Deutschland",Behoben,2016-05-31T10:57:00+02:00,2016-05-31T15:25:00+02:00,MOBILE
qfmnms,Verunreinigungen,"Linkenheimer Landstraße, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T10:53:00+02:00,2016-05-31T10:55:00+02:00,CALL_115
t7c337,Gefahrenstellen,"Killisfeldstraße, 76227 Karlsruhe, Deutschland",In Arbeit,2016-05-31T10:48:00+02:00,2016-06-02T09:30:00+02:00,WEB
bnoqu9,KA-Feedback Nutzerumfrage,-,Eingetroffen,2016-05-31T10:43:00+02:00,2016-05-31T10:43:00+02:00,WEB
txpolf,Verkehrsverstöße,"Gebhardstraße 33A, 76135 Karlsruhe, Deutschland",Behoben,2016-05-31T10:37:00+02:00,2016-05-31T15:24:00+02:00,MOBILE
cbbfvv,Verkehrsverstöße,"Ebertstraße 49, 76135 Karlsruhe, Deutschland",Behoben,2016-05-31T10:34:00+02:00,2016-05-31T15:23:00+02:00,MOBILE
j5rscu,Beschilderung,"Hohenzollernstraße 33, 76135 Karlsruhe, Deutschland",Behoben,2016-05-31T10:32:00+02:00,2016-06-14T17:26:00+02:00,MOBILE
f16v41,Straßenbeleuchtung,"Baumeisterstraße 23, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-05-31T10:19:00+02:00,2016-05-31T10:32:00+02:00,MOBILE
38rksw,Verunreinigungen,"Linkenheimer Landstraße, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T10:19:00+02:00,2016-05-31T10:20:00+02:00,CALL_115
9ua1tw,Straßenbeleuchtung,"Rüppurrer Str. 2E, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-05-31T10:18:00+02:00,2016-05-31T10:30:00+02:00,MOBILE
98sfaj,Verunreinigungen,"Kurze Allee, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T10:11:00+02:00,2016-05-31T10:15:00+02:00,CALL_115
7jphjn,Gefahrenstellen,"Rechts der Langen Richtstatt 2, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T10:06:00+02:00,2016-05-31T10:06:00+02:00,WEB
kxbfqt,Gefahrenstellen,"Neureuter Hauptstraße 2, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T10:03:00+02:00,2016-05-31T10:03:00+02:00,WEB
pgdnqc,Gefahrenstellen,"Lindenpl. 5, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T09:41:00+02:00,2016-05-31T09:42:00+02:00,CALL_115
aj70jr,Gefahrenstellen,"Harry Itte Weg, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T06:41:00+02:00,2016-05-31T06:41:00+02:00,MOBILE
hbpyyf,Gefahrenstellen,"Harry Itte Weg, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T06:41:00+02:00,2016-05-31T06:41:00+02:00,MOBILE
d2ju6g,Gefahrenstellen,"Gerwigstraße 49, 76131 Karlsruhe, Deutschland",Behoben,2016-05-31T00:08:00+02:00,2016-06-13T13:23:00+02:00,MOBILE
itpbxs,Gefahrenstellen,"Gerwigstraße 49, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-05-31T00:06:00+02:00,2016-05-31T00:06:00+02:00,MOBILE
y1ceiz,Pünktlichkeit des ÖPNV,"Am Anger 12, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-05-30T22:00:00+02:00,2016-05-30T22:00:00+02:00,MOBILE
2hocgz,Verkehrsverstöße,"Neckarstraße, 76199 Karlsruhe, Deutschland",Behoben,2016-05-30T21:21:00+02:00,2016-05-31T15:15:00+02:00,WEB
mkgfgd,KA-Feedback Nutzerumfrage,-,Eingetroffen,2016-05-30T16:53:00+02:00,2016-05-30T16:54:00+02:00,CALL_115
aoqezt,Verkehrsverstöße,"Dresdener Str., 76139 Karlsruhe, Deutschland",Behoben,2016-05-30T15:14:00+02:00,2016-05-31T15:16:00+02:00,WEB
phb6xj,Verunreinigungen,"Ludwig-Erhard-Allee 24, 76131 Karlsruhe, Germany",Eingetroffen,2016-05-30T12:53:00+02:00,2016-05-30T12:53:00+02:00,WEB
3zqg09,Gefahrenstellen,"Kriegsstraße, Karlsruhe, Deutschland",Eingetroffen,2016-05-30T11:31:00+02:00,2016-05-30T11:36:00+02:00,CALL_115
gwsqeg,Verkehrsverstöße,"Hertzstraße 6C, 76185 Karlsruhe, Deutschland",In Arbeit,2016-05-30T11:23:00+02:00,2016-05-31T15:17:00+02:00,WEB
zujrn1,Gefahrenstellen,"Lindenpl. 9, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-05-30T11:16:00+02:00,2016-05-30T11:16:00+02:00,WEB
sqbi4u,Verunreinigungen,"Daxlanden, Karlsruhe, Deutschland",Eingetroffen,2016-05-30T10:30:00+02:00,2016-05-30T10:30:00+02:00,WEB
gckw1g,Verkehrsverstöße,"Wachhausstraße 12G, 76227 Karlsruhe, Deutschland",Behoben,2016-05-30T10:28:00+02:00,2016-05-31T15:14:00+02:00,WEB
xhqt9r,Straßenbeleuchtung,"Schneidemühler Str., 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-05-30T09:45:00+02:00,2016-06-02T11:58:00+02:00,CALL_115
4sg8ez,Ampel für Kraftfahrzeuge,"Schwarzwaldstraße, 76137 Karlsruhe, Deutschland",Behoben,2016-05-30T09:14:00+02:00,2016-05-30T11:37:00+02:00,CALL_115
psbeu6,Beschilderung,"Krappmühlenweg 2-4, 76229 Karlsruhe, Deutschland",Eingetroffen,2016-05-30T08:53:00+02:00,2016-05-30T09:01:00+02:00,CALL_115
svm8g4,Gefahrenstellen,"Str. des Roten Kreuzes 18, 76228 Karlsruhe, Deutschland",Eingetroffen,2016-05-30T07:38:00+02:00,2016-05-30T07:38:00+02:00,MOBILE
2xljzz,Verunreinigungen,"Ludwig-Wilhelm-Straße 15, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-05-29T20:03:00+02:00,2016-05-29T20:03:00+02:00,MOBILE
webkkz,Beschilderung,"Pulverhausstraße, Karlsruhe, Deutschland",Behoben,2016-05-29T18:59:00+02:00,2016-06-14T09:38:00+02:00,WEB
npximg,Gefahrenstellen,"B10, 76227 Karlsruhe, Deutschland",Behoben,2016-05-29T17:38:00+02:00,2016-06-13T13:31:00+02:00,MOBILE
mwimix,Straßenbeleuchtung,KA - Neureut Heide,Behoben,2016-05-29T13:19:00+02:00,2016-06-02T11:59:00+02:00,WEB
wenmyy,Verunreinigungen,"Litzenhardtstraße 142, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-05-29T11:49:00+02:00,2016-05-29T11:49:00+02:00,MOBILE
ysouo8,Verkehrsverstöße,"Eugen-Kleiber-Straße 8, 76229 Karlsruhe, Deutschland",Behoben,2016-05-29T11:00:00+02:00,2016-05-31T15:13:00+02:00,MOBILE
4p7wlu,Verunreinigungen,"Gustav-Heinemann-Allee, 76139 Karlsruhe, Deutschland",Eingetroffen,2016-05-29T10:40:00+02:00,2016-05-29T10:40:00+02:00,WEB
w93hju,Gefahrenstellen,"Gustav-Heinemann-Allee, 76139 Karlsruhe, Deutschland",Eingetroffen,2016-05-29T10:33:00+02:00,2016-05-29T10:33:00+02:00,WEB
t4gxnj,Beschilderung,"Ludwig-Erhard-Allee / Ecke Fritz-Erler-Straße, 76131 Karlsruhe, Germany",Behoben,2016-05-28T16:14:00+02:00,2016-06-03T09:04:00+02:00,WEB
gjxdt2,Beschilderung,"Mittelbruchstraße / Einmündung Stuttgarter Straße, 76137 Karlsruhe, Germany",Behoben,2016-05-28T16:04:00+02:00,2016-06-03T09:05:00+02:00,WEB
fn81ih,Verkehrsverstöße,"Neureuter Hauptstraße 142, 76149 Karlsruhe, Deutschland",Behoben,2016-05-28T10:18:00+02:00,2016-06-06T10:37:00+02:00,WEB
p7hted,Verunreinigungen,"Marie-Juchacz-Straße 17, 76137 Karlsruhe, Deutschland",In Arbeit,2016-05-28T07:35:00+02:00,2016-05-30T07:35:00+02:00,MOBILE
g2rxni,Verunreinigungen,"Rheinstraße, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T21:31:00+02:00,2016-05-27T21:31:00+02:00,WEB
c3uefb,Verunreinigungen,"L604, 76139 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T19:03:00+02:00,2016-05-27T19:03:00+02:00,MOBILE
yea5fm,Verunreinigungen,"An der Bahn, 76139 Karlsruhe, Deutschland",In Arbeit,2016-05-27T15:05:00+02:00,2016-05-30T12:05:00+02:00,WEB
hhusmb,Verunreinigungen,"Schauenburgstraße 11A, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T15:03:00+02:00,2016-05-27T15:03:00+02:00,MOBILE
drrbsu,Verunreinigungen,"Karlsruher Str. 67, 76139 Karlsruhe, Deutschland",In Arbeit,2016-05-27T14:55:00+02:00,2016-05-30T12:16:00+02:00,WEB
ci0lqh,Straßenbeleuchtung,"Bannwaldallee 26, 76185 Karlsruhe, Deutschland",Behoben,2016-05-27T14:23:00+02:00,2016-05-31T11:35:00+02:00,WEB
txrcc0,Gefahrenstellen,"Saarlandstraße 2, 76187 Karlsruhe, Deutschland",Behoben,2016-05-27T14:22:00+02:00,2016-05-31T11:35:00+02:00,CALL_115
qaaidq,Verunreinigungen,"Eisenbahnstraße 8, 76229 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T14:04:00+02:00,2016-05-27T14:04:00+02:00,MOBILE
ud3bpw,Gefahrenstellen,"Saarlandstraße, 76187 Karlsruhe, Deutschland",Behoben,2016-05-27T13:13:00+02:00,2016-05-31T11:34:00+02:00,CALL_115
0lzily,Beschilderung,"Erbprinzenstraße 13, 76133 Karlsruhe, Deutschland",Behoben,2016-05-27T13:13:00+02:00,2016-06-03T09:05:00+02:00,MOBILE
czgeh0,Verunreinigungen,"Putlitzstraße 6, 76137 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T12:57:00+02:00,2016-05-27T12:57:00+02:00,MOBILE
culkz4,Verkehrsverstöße,"Friedrich-Wolff-Straße 46, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T12:15:00+02:00,2016-05-27T12:15:00+02:00,MOBILE
kg8ou8,Gefahrenstellen,"Winterstraße 50, 76137 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T10:37:00+02:00,2016-05-27T10:41:00+02:00,CALL_115
jdepi0,Verunreinigungen,"Markgrafenstraße 49, 76133 Karlsruhe, Deutschland",In Arbeit,2016-05-27T10:20:00+02:00,2016-05-30T10:32:00+02:00,MOBILE
nbzwez,Verunreinigungen,"Jasminweg 1/3, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-05-27T10:08:00+02:00,2016-05-27T10:43:00+02:00,MOBILE
jpfali,KA-Feedback Nutzerumfrage,-,Eingetroffen,2016-05-27T10:08:00+02:00,2016-05-27T10:08:00+02:00,WEB
ghbluc,Verunreinigungen,"Alte Weingartener Str. 39, 76227 Karlsruhe, Deutschland",In Arbeit,2016-05-27T09:29:00+02:00,2016-05-27T10:52:00+02:00,CALL_115
d0ogel,Pünktlichkeit des ÖPNV,"Flügel H, Klosterweg 28, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T09:19:00+02:00,2016-05-27T09:19:00+02:00,MOBILE
zivhcx,Straßenbeleuchtung,"Martin-Luther-Straße, 76229 Karlsruhe, Deutschland",Behoben,2016-05-27T09:14:00+02:00,2016-07-15T07:12:00+02:00,WEB
q0mrzs,Gefahrenstellen,"Gartenstraße 14, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T08:27:00+02:00,2016-05-27T08:33:00+02:00,CALL_115
76csor,Verunreinigungen,"Ettlinger Allee, 76199 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T06:43:00+02:00,2016-05-27T06:43:00+02:00,MOBILE
ycgjhv,Verunreinigungen,"Ettlinger Allee, 76199 Karlsruhe, Deutschland",Eingetroffen,2016-05-27T06:43:00+02:00,2016-05-27T06:43:00+02:00,MOBILE
ljfoed,Gefahrenstellen,"Böhmerwaldstraße 21, 76228 Karlsruhe, Deutschland",Abgeschlossen,2016-05-26T21:58:00+02:00,2016-05-31T09:38:00+02:00,MOBILE
culkp9,Verunreinigungen,"Rechts der Alb 29-30, 76199 Karlsruhe, Deutschland",Eingetroffen,2016-05-26T14:23:00+02:00,2016-05-26T14:23:00+02:00,MOBILE
cxo1lb,Gefahrenstellen,"Litzenhardtstraße 20, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-05-26T14:20:00+02:00,2016-05-26T14:20:00+02:00,MOBILE
iiho37,Ampeln für Fußgänger oder Radfahrer,"Philipp-Reis-Straße 2, 76137 Karlsruhe, Deutschland",In Arbeit,2016-05-26T12:13:00+02:00,2016-06-06T13:55:00+02:00,MOBILE
tb2ydm,Beschilderung,"Akademiestraße 6, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-05-26T09:56:00+02:00,2016-05-26T09:56:00+02:00,WEB
fqkivj,Straßenbeleuchtung,"Akademiestraße 23, 76133 Karlsruhe, Deutschland",Behoben,2016-05-26T09:46:00+02:00,2016-05-27T11:30:00+02:00,WEB
s1mvwy,Straßenbeleuchtung,"Grabener Str., 76149 Karlsruhe, Deutschland",Behoben,2016-05-26T09:08:00+02:00,2016-07-15T07:13:00+02:00,WEB
g2lzhi,Straßenbeleuchtung,"Pfaffstraße 2, 76227 Karlsruhe, Deutschland",Behoben,2016-05-25T20:19:00+02:00,2016-05-27T11:30:00+02:00,MOBILE
ivnmyy,Straßenbeleuchtung,"Pfaffstraße 2, 76227 Karlsruhe, Deutschland",Behoben,2016-05-25T20:16:00+02:00,2016-05-27T11:31:00+02:00,MOBILE
ukfqxj,Gefahrenstellen,"Lärchenallee, 76131 Karlsruhe, Deutschland",Behoben,2016-05-25T19:13:00+02:00,2016-06-13T13:32:00+02:00,MOBILE
rgkjfe,Verkehrsverstöße,"Rheinstraße 17, 76185 Karlsruhe, Deutschland",Behoben,2016-05-25T18:20:00+02:00,2016-05-31T12:03:00+02:00,MOBILE
r7mpy9,Verunreinigungen,"Westl.Rheinbrückenstraße, 76187 Karlsruhe, Deutschland",Eingetroffen,2016-05-25T16:32:00+02:00,2016-05-25T16:37:00+02:00,CALL_115
wi9qto,Verkehrsverstöße,"Litzelaustraße 13-14, 76187 Karlsruhe, Deutschland",Eingetroffen,2016-05-25T16:16:00+02:00,2016-05-25T16:16:00+02:00,MOBILE
q0oy2x,Verkehrsverstöße,"Litzelaustraße 13-14, 76187 Karlsruhe, Deutschland",Behoben,2016-05-25T16:16:00+02:00,2016-05-31T15:26:00+02:00,MOBILE
q5quu3,Straßenbeleuchtung,"Rittnertstraße 113, 76227 Karlsruhe, Deutschland",Behoben,2016-05-25T16:12:00+02:00,2016-05-27T11:31:00+02:00,MOBILE
l7k7v6,KA-Feedback Nutzerumfrage,-,Eingetroffen,2016-05-25T14:59:00+02:00,2016-05-25T14:59:00+02:00,WEB
wnfb3e,Beschilderung,"Willich 1, 76187 Karlsruhe, Deutschland",Behoben,2016-05-25T12:19:00+02:00,2016-05-31T13:28:00+02:00,CALL_115
0v1ney,Verunreinigungen,"Joachim-Kurzaj-Weg 9, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-05-25T10:11:00+02:00,2016-05-25T10:11:00+02:00,MOBILE
qw31ks,Verunreinigungen,"Belfortstraße 19, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-05-25T09:45:00+02:00,2016-05-25T09:47:00+02:00,CALL_115
f4sd0n,Verunreinigungen,"Schloßbezirk 3, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-05-25T09:20:00+02:00,2016-05-25T09:20:00+02:00,MOBILE
6xhu4z,Verunreinigungen,"Ettlinger Str. 47, 76137 Karlsruhe, Deutschland",Eingetroffen,2016-05-25T09:13:00+02:00,2016-05-25T09:16:00+02:00,CALL_115
36ryhh,Verunreinigungen,"Elsa-Brändström-Straße 9, 76228 Karlsruhe, Deutschland",Eingetroffen,2016-05-25T07:59:00+02:00,2016-05-25T07:59:00+02:00,WEB
qvr25e,Verkehrsverstöße,"Weidenweg 10, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-05-25T07:10:00+02:00,2016-05-25T07:10:00+02:00,MOBILE
lehie1,Verkehrsverstöße,"Weidenweg 8, 76189 Karlsruhe, Deutschland",Eingetroffen,2016-05-25T07:02:00+02:00,2016-05-25T07:02:00+02:00,MOBILE
jdks9y,Verkehrsverstöße,"Bocksdornweg 25, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-05-25T00:34:00+02:00,2016-05-25T00:34:00+02:00,MOBILE
rfjqnt,Straßenbeleuchtung,"Augustenburgstraße 102, 76229 Karlsruhe, Deutschland",Behoben,2016-05-25T00:15:00+02:00,2016-05-25T15:33:00+02:00,MOBILE
5vw9oh,Gefahrenstellen,"Pulverhausstraße, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-05-24T21:41:00+02:00,2016-05-24T21:41:00+02:00,WEB
9z3duh,Beschilderung,"Rittnertstraße 2, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-05-24T21:40:00+02:00,2016-07-28T11:55:00+02:00,MOBILE
a9siyd,Verunreinigungen,"Rittnertstraße 2, 76227 Karlsruhe, Deutschland",Eingetroffen,2016-05-24T21:27:00+02:00,2016-05-24T21:27:00+02:00,MOBILE
zojxp2,Straßenbeleuchtung,"Schneidemühler Str. 12I, 76139 Karlsruhe, Deutschland",Behoben,2016-05-24T21:19:00+02:00,2016-05-25T15:41:00+02:00,MOBILE
dqr4qu,Straßenbeleuchtung,"Schneidemühler Str. 12I, 76139 Karlsruhe, Deutschland",Behoben,2016-05-24T21:19:00+02:00,2016-05-25T15:42:00+02:00,MOBILE
0hskgj,Verkehrsverstöße,"Erbprinzenstraße 4, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-05-24T20:25:00+02:00,2016-05-24T20:25:00+02:00,WEB
ej10ce,Verunreinigungen,"Willy-Andreas-Allee 7, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-05-24T18:27:00+02:00,2016-05-24T18:27:00+02:00,MOBILE
gyhpyz,Ampeln für Fußgänger oder Radfahrer,"Kaiserallee, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-05-24T17:06:00+02:00,2016-05-30T11:33:00+02:00,WEB
w1y1yw,Ampeln für Fußgänger oder Radfahrer,"Blücherstraße, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-05-24T16:59:00+02:00,2016-05-25T16:03:00+02:00,WEB
ne78q5,Beschilderung,"Ahaweg 6, 76131 Karlsruhe, Deutschland",Behoben,2016-05-24T15:28:00+02:00,2016-06-06T11:08:00+02:00,WEB
b8ocke,Verunreinigungen,"Reinhold-Frank-Straße, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-05-24T12:45:00+02:00,2016-05-24T12:47:00+02:00,CALL_115
dvp5ar,Gefahrenstellen,"Hardtstraße 45, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-05-24T12:33:00+02:00,2016-05-24T12:33:00+02:00,MOBILE
blww28,Gefahrenstellen,"Hardtstraße 45, 76185 Karlsruhe, Deutschland",Behoben,2016-05-24T12:32:00+02:00,2016-05-30T13:45:00+02:00,MOBILE
rqsdvl,Beschilderung,"Georg-Friedrich-Straße 20, 76131 Karlsruhe, Deutschland",Behoben,2016-05-24T12:27:00+02:00,2016-05-27T11:18:00+02:00,WEB
6sut6l,Gefahrenstellen,,Eingetroffen,2016-05-24T09:38:00+02:00,2016-05-24T09:38:00+02:00,WEB
v9jdbo,Straßenbeleuchtung,"Tennesseeallee 126, 76149 Karlsruhe, Deutschland",Behoben,2016-05-24T09:15:00+02:00,2016-05-25T15:42:00+02:00,WEB
qlgdaz,Verunreinigungen,"Haid-und-Neu-Straße, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-05-24T08:39:00+02:00,2016-05-24T08:39:00+02:00,WEB
tdw07s,Verunreinigungen,"Honsellstraße 34, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-05-24T08:39:00+02:00,2016-06-09T15:21:00+02:00,CALL_115
t6fxpm,KA-Feedback Nutzerumfrage,"Erzbergerstraße 76, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-05-24T00:06:00+02:00,2016-05-24T00:06:00+02:00,MOBILE
okhfyh,Beschilderung,"E52, 76228 Karlsruhe, Deutschland",Behoben,2016-05-24T00:00:00+02:00,2016-05-27T11:16:00+02:00,MOBILE
greky7,KA-Feedback Nutzerumfrage,"CAS-Weg, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-05-23T17:29:00+02:00,2016-05-23T17:29:00+02:00,MOBILE
caq5bi,Verunreinigungen,"Hermann-Vollmer-Straße, 76187 Karlsruhe, Deutschland",Eingetroffen,2016-05-23T16:58:00+02:00,2016-05-23T16:58:00+02:00,MOBILE
g4eepz,Verunreinigungen,"B10, 76185 Karlsruhe, Deutschland",Behoben,2016-05-23T15:12:00+02:00,2016-05-24T08:03:00+02:00,MOBILE
xajg5p,Beschilderung,"Keßlerstraße 1, 76185 Karlsruhe, Deutschland",Behoben,2016-05-23T14:49:00+02:00,2016-06-06T11:09:00+02:00,WEB
kso5fz,Verunreinigungen,"Lindenpl., 76185 Karlsruhe, Deutschland",In Arbeit,2016-05-23T14:30:00+02:00,2016-05-24T08:03:00+02:00,CALL_115
1qci8i,Verkehrsverstöße,"Neureuter Hauptstraße 67, 76149 Karlsruhe, Deutschland",Behoben,2016-05-23T12:00:00+02:00,2016-05-24T15:50:00+02:00,MOBILE
zbfwav,Verunreinigungen,"Schloßpl. 14, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-05-23T10:58:00+02:00,2016-05-23T10:58:00+02:00,WEB
bnt40e,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe, Deutschland",In Arbeit,2016-05-23T07:17:00+02:00,2016-05-23T11:17:00+02:00,MOBILE
cerhr5,Verunreinigungen,"B10, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-05-23T07:13:00+02:00,2016-05-24T16:01:00+02:00,MOBILE
ztntv9,Verunreinigungen,"Karl-Wolf-Weg, 76135 Karlsruhe, Deutschland",In Arbeit,2016-05-23T07:09:00+02:00,2016-05-23T11:18:00+02:00,MOBILE
pnmfmj,Straßenbeleuchtung,"76133 Karlsruhe, Deutschland",Behoben,2016-05-22T22:02:00+02:00,2016-05-23T15:34:00+02:00,WEB
ls6jrk,Straßenbeleuchtung,"Bocksdornweg 57, 76149 Karlsruhe, Deutschland",Behoben,2016-05-22T22:01:00+02:00,2016-05-23T15:32:00+02:00,MOBILE
ufbl1a,Straßenbeleuchtung,"Sanddornweg 40, 76149 Karlsruhe, Deutschland",Behoben,2016-05-22T22:00:00+02:00,2016-05-23T15:32:00+02:00,MOBILE
dwqq9z,Straßenbeleuchtung,"Sanddornweg 40, 76149 Karlsruhe, Deutschland",Behoben,2016-05-22T21:59:00+02:00,2016-05-23T15:32:00+02:00,MOBILE
msdvlj,KA-Feedback Nutzerumfrage,"Rheingoldstraße 4, 76133 Karlsruhe, Deutschland",Eingetroffen,2016-05-22T19:29:00+02:00,2016-05-22T19:29:00+02:00,MOBILE
dtt34y,Verunreinigungen,"Lauenburger Str. 41, 76139 Karlsruhe, Deutschland",Eingetroffen,2016-05-22T18:20:00+02:00,2016-05-22T18:20:00+02:00,WEB
hewzdl,Verunreinigungen,"Blankenlocher Allee, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-05-22T18:11:00+02:00,2016-05-23T11:20:00+02:00,MOBILE
sjxquc,Verunreinigungen,"Volzstraße 42, 76185 Karlsruhe, Deutschland",Eingetroffen,2016-05-22T11:53:00+02:00,2016-05-22T11:53:00+02:00,MOBILE
kbvnrs,Verunreinigungen,"Pfinzstraße 66, 76227 Karlsruhe, Deutschland",Eingetroffen,2016-05-22T10:27:00+02:00,2016-05-22T10:27:00+02:00,MOBILE
jjdwww,Verunreinigungen,"Pulverhausstraße, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-05-22T09:36:00+02:00,2016-05-22T09:36:00+02:00,MOBILE
dibd6o,Verunreinigungen,"K9657, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-05-21T23:30:00+02:00,2016-05-21T23:30:00+02:00,WEB
kcxtah,Verunreinigungen,"Schloßbezirk 3, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-05-21T17:41:00+02:00,2016-05-21T17:41:00+02:00,MOBILE
g3to4x,Gefahrenstellen,"Honsellstraße 3, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-05-21T17:37:00+02:00,2016-05-23T15:16:00+02:00,MOBILE
gac3ev,Verkehrsverstöße,"Auf der Breit 21, 76227 Karlsruhe, Germany",Behoben,2016-05-21T15:00:00+02:00,2016-05-24T15:59:00+02:00,WEB
y3xonf,Verunreinigungen,"Hauptbahnstraße 1, 76227 Karlsruhe, Deutschland",In Arbeit,2016-05-21T13:55:00+02:00,2016-05-23T15:47:00+02:00,MOBILE
hgxfrr,Straßenbeleuchtung,"Amthausstraße 16, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-05-21T11:40:00+02:00,2016-05-30T06:36:00+02:00,MOBILE
7gn0xr,Straßenbeleuchtung,"Amthausstraße 16, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-05-21T11:39:00+02:00,2016-05-30T06:37:00+02:00,MOBILE
dhwuxv,Verkehrsverstöße,"Lessingstraße 39, 76135 Karlsruhe, Germany",Behoben,2016-05-21T07:42:00+02:00,2016-05-31T11:42:00+02:00,WEB
